1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q3,152764,-77161,293201,7168,-12195,-58249,152764,341720,-4855,59014,293685,-6124,-166675,-37359,-24778,-34578,41262,-58634,2664,-1278,-10854,-21807,-21313,-22281,152764,173512,299448,-34063,-2542,-33153,-56178,-95747,-1284,61642,22170,-1648,3865,1355,23174,14639,-43,-74389,36483,-159968,-181,13118,9831,-8096,1792,18581,-53615,4601,-7774,74999
2011:Q4,274628,-35182,317744,-7746,21177,-21365,274628,371842,-1464,35207,318030,20069,-82490,27555,-1803,-35417,27385,-33514,-6243,-2134,-7382,-19940,-30997,-14724,274628,-29318,-55941,19425,235,-39517,46480,350218,-38688,59713,-21222,-192,3061,-3714,5674,14638,1944,-9557,100738,243700,270,14565,-9908,-1155,-4027,6803,51319,-7504,-56240,-46272
2012:Q1,440998,25111,400607,-44637,2030,57887,440998,498264,-1720,97572,399772,2640,-37561,-8228,6979,-68727,24925,-41582,-6925,334,6189,36221,13253,-19705,440998,-240871,-187560,-15794,2128,-29655,-9990,493482,6332,60625,-7899,17,19598,4488,31226,30271,1822,70080,-66894,191023,286,16124,-14439,-2266,-868,58776,74084,-1794,22890,188387
2012:Q2,89422,-32366,183856,8307,21794,-92169,89422,274221,-4831,79469,183891,15692,-213490,-57822,-5499,-38758,47030,-46691,-23170,3685,4122,-79932,-16455,28691,89422,152297,193510,-4338,-49,-1471,-35355,-36195,30307,11297,-1787,-859,611,1430,-42089,30271,-191,5264,-68806,66448,1536,18265,-55956,-1389,1096,15450,-20004,-37264,10175,-26680
2012:Q3,540939,-4810,232608,2145,-9136,320132,540939,338330,-3621,113843,232534,-4426,118194,-3010,5053,-28298,30517,-41968,-1968,-1616,-16308,214379,-38587,84415,540939,96698,65576,2968,1109,-97,27142,253327,-26679,58493,20913,-844,-2938,2163,31961,30271,614,-14564,43838,120917,3217,7508,-34614,-2003,-3635,57449,-14727,6129,-30142,190914
2012:Q4,393741,-4888,304788,10004,-3608,87445,393741,417917,-4229,118786,305273,-1913,-86041,-8604,2659,-18852,28371,-22526,-42016,-3609,4332,-14944,-10852,61865,393741,-84260,-60481,1001,1632,-27,-26385,334705,122665,36187,-6464,-1015,-2001,-1424,23182,30270,1182,14740,51121,102004,3392,9742,-31667,-743,-6184,-17410,58230,-402,-50700,143296
2013:Q1,522290,48834,345185,35865,9479,82927,522290,410340,-1479,58934,344932,7953,28348,-14804,5660,10785,25333,-3716,-12305,1629,-1059,-5943,22768,83602,522290,-131995,-175701,-8783,650,-44,51883,487637,289523,32814,-15629,357,13046,8167,28331,14085,-1212,17739,-3448,112439,6012,7195,-9289,-2073,-2558,-4535,-33780,3412,27041,166648
2013:Q2,-18584,-10625,-4963,68882,-17347,-54531,-18584,49925,-3140,75993,-4627,-18301,-90691,-61488,-11224,34169,34377,-186962,-5985,127212,13962,-35225,473,22182,-18584,-291248,-315332,-18,2020,-20,22102,260220,286658,1757,-8754,-30,11838,4955,28229,14085,-2491,21827,1655,-19094,4859,3926,-17152,24,-1274,-9154,-69294,12495,-4845,12444
2013:Q3,295254,-13662,195423,52748,-33017,93762,295254,305993,-4315,139796,195559,-25047,-61177,-43571,-4360,10057,42555,-39692,11378,1448,-6946,-8647,-23399,50438,295254,-41410,-57388,10560,634,-13,4797,204045,256847,-750,6958,550,-3877,4171,22691,14086,-1152,8103,26076,-58098,190,4862,-20076,-792,113,-20274,-16015,2469,-22037,132619
2013:Q4,478603,-25263,270598,80435,-18628,171461,478603,287208,-4373,34633,269987,-13039,165119,28986,8129,52526,28520,-38397,793,11819,16277,40307,16159,26276,478603,-91374,-136947,-5243,1057,-5,49764,328122,280400,65364,-6820,724,-5777,-1627,49830,14086,10079,25558,7878,3604,-150,-2478,-42688,1443,-1819,-39304,-24978,3410,-8613,241855
2014:Q1,288837,40560,264317,-73115,-7282,64357,288837,364585,-1132,107591,263833,-5707,-100634,-13196,-737,-88873,16242,-40517,-23702,21413,10327,1226,17183,24886,288837,-17101,-18680,9032,-234,-2,-7217,166282,210291,44257,-6950,287,1953,4095,16651,23871,-2258,6478,-99773,-23813,375,10895,-5442,82,2762,-13266,-30538,-5268,31593,139656
2014:Q2,170131,13326,-50993,53414,-3343,157727,170131,42463,-690,96413,-50961,-2299,21747,-9647,1301,39214,14168,-9162,5232,-5215,-9346,1154,-5952,105921,170131,-88245,-40853,-9620,-154,-19,-37599,191794,136304,35036,-7143,-1476,-1638,353,28036,23873,-791,37723,-136936,71281,-55,12307,-9580,200,-473,7346,-26482,6009,17900,66582
2014:Q3,367814,-9417,208261,59036,-33464,143398,367814,247520,-2792,70906,208083,-28677,88132,-1545,-1747,35622,23592,8326,6729,1163,10521,-9708,15179,32162,367814,-58702,-13271,-1934,471,0,-43968,269303,79625,73626,-7882,-189,-2471,9675,21573,23873,-233,12797,64777,9454,156,6376,-2931,2892,-1614,-3920,-45131,5490,23360,157213
2014:Q4,406042,-65715,225082,110823,10897,124955,406042,309123,-1938,75422,225599,10040,98056,2057,-7634,89316,20990,4113,13723,1209,-22,-2878,-22818,-1137,406042,17317,-30384,28577,-505,0,19629,224406,46678,75593,-8395,-303,-12838,-1317,9430,23871,1232,-2096,65082,58336,146,21969,-2891,2157,3880,10048,-1118,-8889,-56169,164319
2015:Q1,239780,22308,125849,-43447,29351,105719,239780,277806,-527,128823,125606,23904,-55739,-3962,2745,-40886,-2318,18877,-283,-7025,-16466,-7953,1532,17713,239780,54032,42661,-11711,602,0,22480,104736,-12288,63731,-7330,-134,3987,8518,13728,-2988,296,-18851,-33060,68771,494,19108,-7014,606,-5963,-6172,7685,-6536,18148,81012
2015:Q2,363534,26079,63951,54940,12925,205639,363534,235628,-3414,166723,64470,7849,114606,29201,7118,23363,31058,-3381,-19352,-10372,28382,5644,22945,13300,363534,-46553,-58428,-3126,2770,-20,12251,134730,-3471,38813,-94,680,569,7857,23245,-2990,-837,28784,-49950,99181,229,1949,-15415,963,5737,-14899,-17812,2858,29333,275357
2015:Q3,229248,12489,142188,87194,-9413,-3210,229248,250834,-2480,119878,141633,-8197,46463,19723,-10721,35535,52214,-36239,5788,-12764,-407,-28405,21739,-68049,229248,306490,330394,6206,466,-17,-30559,40734,5379,13406,6769,-21,-10708,4000,36833,-2990,-253,-20184,22839,-39698,164,21343,-6816,-297,-824,-9238,-12130,4088,29072,-117976
2015:Q4,399880,-49770,356154,121932,-11494,-16942,399880,376297,-1519,28922,356613,-7719,71100,-859,8839,75479,45994,-9780,-2188,-8127,-4090,-15611,-18557,-47517,399880,-15951,-94233,12248,2144,0,63890,247723,-61,79640,6670,587,6408,1990,27692,-2989,3940,14505,116552,10968,-293,12487,5421,-134,3216,-9278,-5667,-4683,-19248,168108
2016:Q1,414722,79643,238106,9388,21779,65806,414722,402924,968,147047,237991,16918,55900,4365,8647,-18896,28399,-21616,-16923,12345,-11834,34533,36880,-44102,414722,71856,86517,8479,-956,0,-22184,288880,-1997,19231,13474,-445,-5646,10697,48897,12501,-10,-4011,105925,14733,344,31495,-5031,-1006,-747,-5754,-11774,-3981,71985,53986
2016:Q2,188183,-5239,-15455,145653,33688,29536,188183,102270,-123,95682,-15338,22049,100005,6863,-448,105413,40123,-34496,-20721,-2466,-8454,22917,-8726,-14092,188183,-9295,10403,-6257,-882,0,-12559,155512,-17094,42651,17967,504,-1955,5360,43912,12502,-1454,-10313,-87110,84279,86,9160,10837,-2294,11249,-16279,20048,1154,32302,41966
2016:Q3,430299,-104578,230318,90649,-4433,218343,430299,297700,-2231,76056,230125,-6250,119006,-43972,-7604,49487,41355,-31444,-17937,-2221,14630,136265,-19553,13593,430299,49721,-14161,18436,1098,0,44348,289816,-13439,118628,-12942,-256,-2378,25742,40491,12501,1239,2957,-54995,125547,926,22389,-2319,-3782,3356,-782,-1781,-915,29629,90762
2016:Q4,314512,-26449,258257,105892,-74,-23114,314512,253878,-1786,-2589,258353,-100,9058,-25820,2712,58167,47629,-27908,-11553,-10911,3502,-20211,-6549,51576,314512,-169993,-210591,-24417,3578,0,61437,329632,-3270,108175,-13389,1609,8406,3576,16258,12501,-3,16681,147695,30902,-584,13022,-5876,-1322,-3911,-4055,8003,6530,-11316,154873
2017:Q1,286798,52284,42783,50972,-12059,152818,286798,170120,-308,140276,42552,-12400,26988,-961,-4245,7050,44153,-32418,-27545,-8463,577,30616,18224,89690,286798,-39678,-64243,196,1685,0,22684,228252,22203,53757,-10651,839,5851,-3972,31483,36429,235,12419,-82642,92063,623,33632,-5985,-4559,-3238,7901,26264,2038,13562,98224
2017:Q2,320802,-11503,42789,95426,9550,184540,320802,129535,3065,86896,42952,-3378,139542,-237,585,49594,45669,-7483,-10121,-4626,36101,48728,-18668,51725,320802,60478,55726,13266,1258,0,-9772,35271,-6592,-25216,1562,57,-2166,6678,12754,36429,-1287,6272,-131575,102324,367,33046,-10156,-3838,-3067,3180,23586,16783,-23870,225053
2017:Q3,465291,56709,190269,91882,-24020,150451,465291,254386,-3568,82736,190246,-15028,147516,37433,8852,38287,53618,-4353,6238,-5259,9703,14184,-11187,63389,465291,-99316,-94958,-18152,1835,0,11959,336066,-6352,47540,-7591,-735,-6942,8373,28609,36428,566,11543,84793,141147,-45,31972,-16503,-591,-3743,26713,-41761,-13241,15886,228541
2017:Q4,546478,-16427,278526,108256,45101,131022,546478,369065,1952,58163,278553,30397,26657,-69981,-11829,58168,50061,-2585,-19772,2436,10146,-7599,17612,150756,546478,86275,107,35504,2080,0,48584,359548,-20147,34425,43990,1427,-2405,21947,13294,36429,664,22297,88997,88605,280,19422,-6398,816,-577,15476,1469,8473,-8936,100655
2018:Q1,649834,82543,460101,4691,-19549,122048,649834,544794,1517,101204,460368,-18295,7965,18271,4704,-30597,35021,-10360,-2136,1962,-10074,-13559,14733,97075,649834,75252,73910,1276,1578,0,-1512,428034,-44025,-14831,-2830,1489,3107,697,32265,20586,-293,43882,162147,155652,-38,17174,7121,1341,974,-1122,-21229,12531,53436,146548
2018:Q2,163091,3047,39028,88044,2217,30755,163091,45865,-264,9245,37877,-993,69713,-23678,-6996,50473,38722,13810,21936,-5481,-8242,-12778,1947,47513,163091,152294,105136,-332,494,0,46996,3130,-86466,5096,10976,689,1297,5697,21466,20586,-1000,-16867,-129183,97554,2292,35592,6564,1038,-1451,-1531,34748,5198,-9165,7667
2018:Q3,464599,-5973,293905,61484,-16188,131371,464599,330000,-2715,47633,293216,-8134,81465,-129,-7589,17130,45043,2502,23774,2445,8546,-885,-9372,53134,464599,265788,229822,-625,1127,0,35464,87971,-109152,16037,-3530,2732,-5767,18039,26460,20587,150,429,22831,51977,-278,20851,-1828,3969,1398,20816,-8531,11290,-509,110840
2018:Q4,427187,-49579,338593,91224,-10781,57730,427187,337134,-595,11195,338711,-12177,95865,-29482,-2774,44077,47029,9000,481,14913,8105,2479,2037,-5812,427187,357389,382481,21963,-1265,0,-45790,192917,-139807,88721,21737,165,-7743,19240,10519,20586,-522,29444,142117,-148521,303,27949,-7856,1785,-5431,9413,143877,2127,-15186,-123119
2019:Q1,474766,75260,322492,33050,-13783,57747,474766,449309,-1224,144442,321753,-15662,77853,-5368,-1441,11084,22705,12473,-19947,6785,-2515,36214,17863,-52396,474766,78420,42567,16500,-1234,0,20587,201251,-95573,27653,-13933,992,8430,12013,38309,11868,978,-8900,165466,2154,1277,33356,7567,3878,-3466,25418,-16306,1434,-1364,195095
2019:Q2,288611,19177,-4422,118412,-14036,169480,288611,64483,-76,87018,-4626,-17833,178219,6293,4063,93362,25254,5555,-14332,6489,24441,30380,-3286,45909,288611,286771,303462,932,-1819,0,-15804,-72601,-129725,43375,3966,7536,-1548,2964,40319,11869,-550,-45262,-131680,80749,386,37121,12270,2229,-2759,15373,2634,7155,-29023,74441
2019:Q3,627287,-15501,419404,79200,-1938,146122,627287,506048,-378,90592,418862,-3028,125426,26041,14614,50885,28857,30033,5149,4875,-22144,2549,-15433,-4187,627287,-6352,-33221,29326,-1304,0,-1153,437468,-66134,119184,3220,1866,-1573,7049,46404,11869,997,-54346,255430,123525,1610,34518,20983,2564,2610,2529,-5318,16185,-85704,196171
2019:Q4,422563,-29659,325217,86244,42228,-1467,422563,354329,-591,-5316,324973,35263,81037,12793,3756,49535,36953,15754,-14658,15131,-9869,-23472,-4886,-12803,422563,-119050,-163330,22594,1176,0,20510,462324,153947,33961,-23375,2786,5793,7666,1510,11868,1332,-31763,123137,145760,-24,37612,12016,3940,3126,3543,-33161,4368,-1718,79289
2020:Q1,1164152,43517,486922,339633,6940,287140,1164152,736028,-2843,245489,486895,6487,609326,22997,16934,315884,23776,57608,23980,-15148,82991,82911,-2607,-181202,1164152,-20438,-61843,34138,-5447,0,12714,1433097,1070384,140562,26114,-871,5928,15445,55055,19418,-2949,6507,461546,-290158,888,11058,-2031,-1009,1857,-149309,38071,-9975,36566,-248507
2020:Q2,3194945,-82134,2751206,-25374,21707,529540,3194945,3174375,-2272,403296,2751041,22310,-57343,18049,-12906,-12962,-12247,-9850,-10326,8138,-77181,62161,-10219,77913,3194945,-254905,-398776,12956,1000,0,129915,3160883,1511583,294222,-18646,4023,33544,19713,19234,19418,881,-4021,1019503,143946,-171,78014,62806,-1457,4091,-5308,-9047,2228,-13673,288967
2020:Q3,618302,-49691,473146,122459,36280,36108,618302,528925,-1320,21880,472278,36087,67336,37938,-8230,112523,10804,3219,-32591,5412,-14288,-33819,-13632,22041,618302,-257582,-239731,-11008,1069,0,-7912,836425,326069,298168,-13763,749,26733,29912,77703,19418,1896,35004,-266546,296883,-54,54224,14477,-1037,1471,-4074,-63111,-8051,10354,39459
2020:Q4,1066633,29958,605977,220486,23818,186394,1066633,655575,-3248,24804,606033,27986,290988,29978,-1617,220480,-50,6314,-1235,1130,18447,18631,-1090,120070,1066633,150539,100723,1036,1766,0,47014,751244,308934,277236,-6343,2240,22624,-11755,20907,19419,2411,48007,-125809,172840,173,51776,-28573,784,2301,2957,-39947,7116,23946,164850
2021:Q1,941811,118303,401207,139687,26531,256083,941811,570619,569,144718,400827,24505,139704,-18131,763,137005,3062,6499,-20195,-812,12458,-37710,56765,231488,941811,-737803,-720088,-20836,1734,0,1387,1377631,402593,453736,-3078,4233,72053,22748,34060,47429,-42,44800,80910,293004,2606,45027,-28262,-1744,334,-9028,-183453,28774,70931,301983
2021:Q2,707977,-19798,351678,181113,23292,171692,707977,415428,1,45452,351677,18298,234773,-49834,-7348,152916,28198,28984,3987,12726,8169,82592,-25617,57776,707977,153004,-73250,32057,-804,0,195001,436494,371646,235375,-10590,-1982,-1898,30530,7363,47429,-1504,58633,-420895,78717,2009,62109,-25649,-1144,6177,-11561,26064,-3418,-10917,118479
2021:Q3,590492,-14002,147092,128426,18716,310260,590492,235298,-978,72321,146767,17188,151573,-32645,-6251,113686,15065,53524,-6898,3241,10126,-7107,8832,203621,590492,215383,123516,12459,-241,0,79649,309261,426772,251885,2528,5129,12226,9197,77265,47429,-1735,-2903,-650789,154080,2593,44189,-8447,1309,308,-21367,-10171,-4061,-26176,65848
2021:Q4,893134,-57229,711401,163264,10453,65245,893134,709669,-660,-9850,711687,8492,193844,-24496,1332,135817,27161,74781,-38120,8649,3075,27251,-21606,-10379,893134,-255496,-333706,14146,1655,0,62409,962597,336073,299095,-1368,504,19080,8551,58031,47430,1250,50461,34356,69226,1981,51353,-8837,3120,11360,4058,-6799,8103,-24431,186033
2022:Q1,1246696,87849,688572,227658,-17271,259888,1246696,767782,2071,101051,688182,-23522,381663,36578,23566,195077,32971,37971,-17186,5673,43123,-13860,37750,97251,1246696,206946,174506,-26706,1290,0,57856,682832,195564,199089,14763,3281,32390,8062,61217,18316,-307,35647,-53917,84555,75,28099,23385,2627,-3571,-2174,-46903,11651,70983,356918
2022:Q2,319745,24276,7260,268643,4281,15285,319745,-27083,-2514,-35746,7584,3593,304660,42441,18862,219231,49088,28738,-9553,4334,-11592,-14446,-22443,42168,319745,486654,261589,33249,5290,0,186526,-237622,-37509,-58443,30550,5525,11777,20566,39675,34211,-3170,7979,-290269,-158755,145,53558,-14867,1212,-3599,-5869,41054,24397,64210,70713
2022:Q3,620591,2050,363342,246983,-15712,23928,620591,361691,-757,8714,362973,-9239,168217,5932,1471,193836,53516,18344,-21631,-3211,-25649,-44023,-10368,90683,620591,448340,415541,-31728,5464,0,59063,-91531,-130760,-143672,24468,5729,-2109,26340,61152,46383,-589,4452,-111421,-10390,-524,52560,9256,617,61,14651,78096,18405,-34236,263782
2022:Q4,568007,37757,228268,236110,-22933,88805,568007,210881,271,4167,228715,-22272,421214,68866,14373,185112,50551,-2837,25429,6182,12505,69156,-8123,-64088,568007,718653,655452,19777,758,0,42666,-301640,-203185,-106775,-11378,-4079,-12459,25109,29844,48519,983,-15363,-91218,-107120,-319,72271,-3844,99,2860,-7897,63538,4122,14652,150994
2023:Q1,962662,-44722,437064,362756,4246,203318,962662,607862,73,166836,437008,3945,362488,-41647,822,332875,29937,14617,6149,-523,-6789,6189,20858,-7688,962662,707211,658581,-2663,-1828,0,53121,19686,-275486,-143845,-25016,-2105,-11560,18729,48532,57243,366,29923,184946,18704,284,50013,6281,-54,-12551,19485,102368,-17875,-28696,235765
2023:Q2,520442,8125,490331,-68925,15991,74920,520442,521040,2249,19151,488579,11061,-32036,30480,10988,-114302,47129,3790,34454,-4698,-18117,-6722,-15038,31438,520442,143152,93382,13079,2223,0,34468,50941,-238261,-124705,13228,271,-6104,11466,22320,61916,1649,-5876,185545,103912,7,49791,17016,-1905,-2121,2505,-9311,370,-30772,326349
2023:Q3,872147,39553,857794,-33598,-10336,18734,872147,870494,41,18356,859370,-7273,-21433,8013,3043,-91051,55877,11310,9737,-2845,9839,-51918,26562,23086,872147,218611,156234,46479,3780,0,12118,397100,-220205,-112545,-4605,20804,-6882,53456,20143,22623,-578,5816,488771,59109,-338,38817,13941,-1260,-1635,11845,42846,13858,-46881,256436
2023:Q4,835554,12894,596402,37186,11458,177614,835554,634509,-276,24830,597012,12943,194977,5493,28662,-13224,49800,9272,42854,6472,15214,72043,-21609,6068,835554,229917,294987,-59940,-4410,0,-720,366348,-223242,-12901,-20289,438,-16115,4211,-3410,12501,349,22371,533596,-47274,-867,64728,18784,-1760,-9507,-10085,-7635,-1256,63711,239289
2024:Q1,922679,14102,582039,-2317,24308,304547,922679,732104,2388,130899,581808,17009,82497,-8958,4927,-37605,35519,24824,19324,-1541,21962,1948,22097,108078,922679,-105726,-117012,3228,1430,0,6628,722156,-220910,150067,15050,1566,-6177,56294,78809,31700,419,18053,327129,142751,114,50437,-5982,-2244,-569,2449,98496,-9365,-5931,306248
