1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016:Q3,16036,0,16036,0,0,476,476,1468,1468,-3860,-3860,9392,-8500,6204,-5312,63804,12076,40012,14712,-224,20188,1192,5036,9256,-4220,8828,8828,12488,12488,56240,16639,304183,56240,16639,304183
2016:Q4,-5760,0,-5760,0,0,-2764,-2764,21624,21624,-5448,-5448,10944,-8496,7752,-5304,16824,12080,17292,-4120,-5652,20192,1192,104040,9004,95036,8824,8824,14792,14792,56885,79198,218843,56885,79198,218843
2017:Q1,-1952,0,-1952,0,0,1780,1780,10232,10232,5496,5496,27884,-660,23320,3904,14688,21428,1532,-10496,-2532,37232,10380,-13972,-5564,-8408,19168,19168,7864,7864,-63878,97928,296439,-63878,97928,296439
2017:Q2,-8020,0,-8020,0,0,3216,3216,15128,15128,1688,1688,9036,-664,4468,3904,96024,21432,39980,22544,7328,37228,10376,-484,-5592,5108,19164,19164,-612,-612,-65983,159837,162101,-65983,159837,162101
2017:Q3,2200,0,2200,0,0,-5536,-5536,29592,29592,228,228,11872,-660,7308,3904,222248,21428,107788,71556,16724,37232,10376,14788,-5612,20400,19164,19164,22049,22049,-68069,-397644,161925,-68069,-397644,161925
2017:Q4,33788,0,33788,0,0,-660,-660,-7132,-7132,-288,-288,23460,-668,18896,3896,-29808,21428,-22836,-27752,-5392,37224,10376,30616,-5636,36252,19168,19168,8919,8919,-70185,163706,202838,-70185,163706,202838
2018:Q1,-28224,0,-28224,0,0,1796,1796,10788,10788,9736,9736,40492,-1464,34520,4508,35140,1812,15492,7432,-3840,8756,9112,-12320,880,-13200,-34552,-34552,16129,16129,74284,-108864,-67783,74284,-108864,-67783
2018:Q2,-15680,0,-15680,0,0,-656,-656,5716,5716,-596,-596,7320,-1464,1348,4508,49284,1816,18880,13860,488,8764,9108,5108,788,4320,-34556,-34556,13793,13793,75230,-129867,299446,75230,-129867,299446
2018:Q3,-4068,0,-4068,0,0,644,644,3228,3228,3388,3388,29072,-1468,23104,4500,81620,1808,36136,26480,2952,8752,9108,31396,720,30676,-34556,-34556,11260,11260,76174,-30909,478901,76174,-30909,478901
2018:Q4,16532,0,16532,0,0,-2700,-2700,-7384,-7384,-4932,-4932,28736,-1468,22764,4504,10196,1812,1100,-2112,-4844,8756,9108,-43388,540,-43928,-34556,-34556,14450,14450,77130,56992,182244,77130,56992,182244
2019:Q1,-11368,0,-11368,0,0,3076,3076,13516,13516,5840,5840,22980,792,20476,3296,23020,5476,2592,6240,7180,10472,2012,20256,-8752,29008,-4576,-4576,3642,3642,75091,70924,259823,75091,70924,259823
2019:Q2,-5392,0,-5392,0,0,2468,2468,-1828,-1828,-2780,-2780,13804,792,11296,3300,57520,5472,18428,20416,11660,10472,2016,-5868,-8792,2924,-4572,-4572,9636,9636,73947,187359,259818,73947,187359,259818
2019:Q3,3824,0,3824,0,0,7308,7308,4224,4224,3496,3496,12356,792,9852,3296,27860,5476,2384,9076,9396,10468,2012,-19464,-8844,-10620,-4580,-4580,19210,19210,72789,-411012,258340,72789,-411012,258340
2019:Q4,11024,4,11020,0,0,-1476,-1476,8208,8208,-484,-484,26144,788,23640,3292,67516,5472,24604,24356,11548,10468,2012,-3700,-8884,5184,-4576,-4576,25008,25008,71638,-11247,258344,71638,-11247,258344
2020:Q1,1415784,0,1415784,0,0,18596,18596,25408,25408,10084,10084,8724,5808,5728,8804,28596,-3272,8480,11084,4048,3836,-2124,6836,15092,-8256,-2740,-2740,12278,12278,-6564,-59945,258292,-6564,-59945,258292
2020:Q2,-523160,0,-523160,0,0,2960,2960,17680,17680,-3812,-3812,22280,5812,19288,8804,75136,-3268,29912,30228,10000,3844,-2116,21172,15128,6044,-2740,-2740,-2695,-2695,-6505,-81271,258301,-6505,-81271,258301
2020:Q3,-811956,0,-811956,0,0,-3468,-3468,32280,32280,-1640,-1640,29424,5804,26428,8800,117160,-3276,52588,46616,12972,3832,-2124,28240,15124,13116,-2740,-2740,15108,15108,-6436,-8205,264920,-6436,-8205,264920
2020:Q4,-24048,0,-24048,0,0,1656,1656,17244,17244,-4360,-4360,14972,5808,11980,8800,8,-3272,-5784,108,700,3836,-2124,24512,15140,9372,-2744,-2744,8253,8253,-6376,11485,264920,-6376,11485,264920
2021:Q1,-61492,0,-61492,0,0,9204,9204,44444,44444,8504,8504,14596,2232,12712,4116,126496,16224,50216,41828,17304,27396,5976,2464,-6440,8904,-6504,-6504,14485,14485,144761,-79929,263552,144761,-79929,263552
2021:Q2,-7768,0,-7768,0,0,-8260,-8260,61720,61720,-3320,-3320,5052,2236,3168,4120,105600,16228,37048,34152,17260,27396,5972,12136,-6592,18728,-6512,-6512,23580,23580,147995,-161314,263508,147995,-161314,263508
2021:Q3,-964,-4,-960,0,0,-104,-104,42868,42868,-88,-88,25976,2232,24092,4116,196740,16220,82612,70564,26420,27392,5972,2916,-6788,9704,-6508,-6508,26314,26314,151224,210006,232901,151224,210006,232901
2021:Q4,12048,0,12048,0,0,-4988,-4988,12916,12916,784,784,22328,2228,20444,4112,16024,16224,-6472,-2088,7444,27392,5972,13160,-6972,20132,-6508,-6508,21408,21408,154468,-348010,232879,154468,-348010,232879
2022:Q1,-11896,0,-11896,0,0,-784,-784,58032,58032,7036,7036,7596,-1432,11020,-4856,75024,12812,44064,14132,1352,26744,1544,2612,-14508,17120,-2832,-2832,28053,28053,59496,-126000,233211,59496,-126000,233211
2022:Q2,-76,0,-76,0,0,-3236,-3236,8400,8400,-3212,-3212,-9912,-1432,-6492,-4852,157444,12816,78348,48628,14996,26748,1540,-1008,-9568,8560,-2652,-2652,35979,35979,80318,-194718,233187,80318,-194718,233187
2022:Q3,-188,0,-188,0,0,-5232,-5232,-3028,-3028,52,52,6636,-1440,10060,-4864,188564,12808,95884,60296,16920,26732,1540,6516,-2732,9248,-1380,-1380,32120,32120,45345,-17305,233156,45345,-17305,233156
2022:Q4,448,0,448,0,0,-6500,-6500,9876,9876,-9768,-9768,5920,-1432,9344,-4856,59060,12812,29640,9244,4704,26744,1540,26584,13900,12684,-612,-612,57728,57728,49648,-315321,233154,49648,-315321,233154
2023:Q1,700,-4,704,0,0,19056,19056,8260,8260,4084,4084,24508,-320,24424,-236,135436,5496,69164,46720,7740,15128,2180,21320,9348,11972,-4652,-4652,18950,18950,45356,68853,233128,45356,68853,233128
2023:Q2,-1476,0,-1476,0,0,-7260,-7260,10096,10096,64,64,7572,-320,7492,-240,113292,5492,50512,39904,11064,15124,2180,11112,5020,6092,-3208,-3208,24564,24564,43561,-258511,233128,43561,-258511,233128
2023:Q3,40,0,40,0,0,-232,-232,15936,15936,2756,2756,5496,-328,5412,-244,121872,5492,55956,43176,10932,15124,2176,4920,-2124,7044,-1592,-1592,15002,15002,81030,32228,233123,81030,32228,233123
2023:Q4,4516,4,4512,0,0,-424,-424,4720,4720,2740,2740,17924,-320,17844,-240,48316,5492,19716,13632,3156,15124,2180,22844,14660,8184,-4188,-4188,60732,60732,101613,-552746,233093,101613,-552746,233093
2024:Q1,-4682,-2,-4680,0,0,-1260,-1260,56776,56776,6368,6368,37280,1668,33224,5724,146020,16704,78672,40460,4708,33072,5812,19884,8156,11728,-2064,-2064,16039,16039,99751,-92032,233071,99751,-92032,233071
