1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q3,11320964,20159,5018,17438,40731,61131,34525,117228,24370,468483,3115716,371435,883495,593381,465169,802236,4228000,776452,617427,2226748,607373,-709,962991,271785,54291,0,0,34085,1865722,11394217,10786614,-73221,747563,2545899,296048,549607,1326425,283177,743119,300129,229671,70414,159257,6214,407139,258907,3401998,7077,10107,1073180,607603,349494,258109
1986:Q4,11778403,20479,5018,17567,42133,76585,40740,119765,24156,493246,3235914,366693,909791,653543,472197,833690,4412082,833079,654940,2304725,619338,-720,1002343,287468,58948,0,0,35362,1907318,11862753,11228891,-64758,838882,2591103,292152,574529,1420022,298632,804601,316789,248289,70032,178257,7106,450367,263623,3496174,7632,10284,1093486,633862,367904,265958
1987:Q1,12121286,20486,5018,17735,50121,71294,37695,113116,23583,495430,3343271,376613,920008,704481,478622,863547,4441369,807617,654641,2379217,599894,-628,1228477,294850,70368,0,0,36773,1872328,12233266,11535280,-49026,763926,2595007,304475,579246,1502299,309351,843811,349137,232988,61975,171013,7908,539434,270561,3605600,8787,10444,1163632,697986,426915,271071
1987:Q2,12402830,20178,5018,17889,43408,62603,37260,118935,23010,514851,3413710,391177,924017,747178,468039,883299,4582049,813921,683677,2470709,613742,-444,1296930,288035,76868,0,0,37938,1864592,12508025,11831402,-70876,821170,2631468,301489,586548,1585683,325098,890913,369672,240729,63087,177642,8548,550400,276454,3687124,8424,8521,1195720,676623,414084,262539
1987:Q3,12736036,18112,5018,18006,46180,65638,38598,117252,22279,534974,3471136,393599,928476,774418,465128,909515,4705219,822633,704735,2546289,631562,-319,1371214,294651,82672,0,0,39171,1906236,12840833,12154868,-39113,815533,2667024,306182,617103,1652407,326477,930809,395121,244868,60608,184260,9525,556224,282729,3793631,8892,8472,1231391,685965,417792,268173
1987:Q4,12902075,16688,5018,18177,38987,71268,43270,120147,21897,557008,3595346,413716,950948,803395,460172,967115,4818301,833548,736820,2603321,644612,-146,1054844,308166,64536,0,0,40735,2127832,12919493,12323928,-35547,842856,2735458,316096,634977,1699070,337909,972608,388553,237603,52219,185384,8681,481466,293649,3800959,6828,8378,1293455,595565,327922,267643
1988:Q1,13223513,17653,5018,18339,40918,64496,42257,122992,25098,601575,3671909,424478,948666,828436,463046,1007283,4877803,833998,736315,2664671,642819,178,1115598,318323,68365,0,0,42604,2190387,13260420,12636959,-52127,820392,2805416,344684,683233,1738060,346452,991360,400248,232435,48804,183631,8808,502572,299808,3899209,8300,8174,1337995,623461,352015,271446
1988:Q2,13556765,17229,5018,18501,43376,63969,44423,126244,27641,606676,3748478,450787,932942,846186,461525,1057038,5014414,856082,755692,2745342,657298,298,1150244,332208,71230,0,0,44947,2241868,13613768,12951242,-40777,861244,2838031,327808,689958,1799608,367867,1013197,418544,243553,52196,191357,8409,511551,306686,3985537,9413,7779,1402443,662526,383500,279026
1988:Q3,13812270,20524,5018,18637,45777,64484,42765,129113,30066,648084,3827505,459298,948672,868333,461429,1089773,5117249,856220,777515,2811463,672051,312,1108274,344711,69672,0,0,47317,2292762,13858116,13167267,-49882,856140,2891690,327157,729151,1848414,372934,1049624,425856,247051,49412,197639,9056,504894,312952,4050991,9012,8403,1422238,690849,403064,287785
1988:Q4,14097038,20131,5018,18799,50035,70364,41824,130214,32839,620739,3908687,487186,941212,890407,460453,1129429,5270892,878153,818690,2889600,684449,943,1103893,360104,71987,0,0,49257,2341312,14128473,13447418,-39891,885122,2936044,338862,692755,1920232,377740,1093384,449108,260903,52091,208812,9387,503097,320644,4131095,8548,9741,1470878,681055,387624,293431
1989:Q1,14396231,21475,5368,19036,53943,62608,41044,143157,32255,672709,3986832,513829,947115,917430,461213,1147245,5353885,879053,826784,2947508,700540,1364,1160340,374502,77114,0,0,50586,2340012,14441375,13715027,-61607,827511,2973141,365061,761480,2015314,392484,1134775,488055,265586,44331,221255,11753,515301,324398,4246627,8463,30319,1431679,726348,421807,304541
1989:Q2,14826711,30216,8518,19253,43360,60794,44405,158767,31591,744581,4059915,529268,941836,947696,463647,1177468,5478262,893804,848225,3021009,715225,1636,1254159,383078,81462,0,0,51568,2375146,14908547,14132993,-67192,864682,2993795,385856,840561,2060719,399406,1163468,497845,273718,48720,224998,12987,549881,332565,4373749,8532,31376,1471764,775554,466678,308876
1989:Q3,15090019,37408,8518,19425,47426,56474,44603,169904,30046,705054,4102771,539530,940381,960739,466398,1195723,5580437,900086,850898,3101022,728431,1931,1363959,384400,87516,0,0,52398,2397749,15175148,14363003,-74936,852261,3023562,416782,800651,2101422,398820,1197441,505161,257840,51542,206298,11960,576895,338402,4495950,8216,32182,1521817,812145,507176,304969
1989:Q4,15390901,42334,8518,19627,42703,68610,53019,174352,29018,691992,4191618,550685,982107,971499,465306,1222021,5699197,926864,872345,3154531,745456,3660,1359944,408862,109384,0,0,53998,2434065,15444427,14656980,-78047,892152,3065052,430007,788857,2170508,409088,1242876,518544,263461,54907,208554,13594,591345,349225,4622900,8005,31873,1508048,787447,475602,311845
1990:Q1,15537354,44451,8518,19841,43614,61919,52234,167659,33735,703114,4304905,569487,994943,1020919,475138,1244418,5742724,909468,860373,3239075,733808,3754,1297429,409291,110408,0,0,56205,2477552,15574971,14817127,-74098,853528,3067142,465696,785491,2217789,409060,1283235,525494,242008,46795,195213,13648,585636,355592,4704882,6095,32640,1561079,757844,443469,314375
1990:Q2,15750667,45231,8518,20066,43078,61872,49389,160311,36005,697186,4374917,567028,1010915,1049889,473984,1273101,5816049,916530,869859,3290533,739127,3630,1380147,412557,121827,0,0,58646,2461239,15809660,15038344,-73070,886964,3052552,455295,783055,2266990,400256,1325172,541562,240429,49605,190824,14054,620236,363171,4812871,5866,33177,1576754,771316,452384,318932
1990:Q3,15846853,45456,8518,20221,45677,60968,48523,142169,40816,709448,4449835,586494,1021314,1079612,479490,1282925,5855321,906298,866805,3329991,752227,4331,1183339,420132,110446,0,0,61427,2640226,15804665,15134796,-57898,889638,3049415,486898,773543,2318128,409590,1362943,545595,236125,50420,185705,13452,568041,369545,4863907,5720,36041,1582241,669869,355922,313947
1990:Q4,16115644,43632,10018,20402,43484,73660,43801,134048,46307,699200,4549789,581366,1066130,1122258,485061,1294974,5926986,908755,895378,3365603,757250,3284,1303912,396943,117546,0,0,64665,2637967,16094591,15418458,-61459,934740,3067603,501268,759824,2401518,417681,1413555,570282,245490,51399,194091,12577,603053,375656,4981134,6103,35381,1555569,676133,376718,299415
1991:Q1,16424016,41098,10018,20574,47523,51600,41507,146310,49393,729277,4685118,578708,1116475,1171586,501312,1317037,5902717,892617,869692,3397387,743021,3745,1481140,406458,135313,0,0,66098,2606127,16450053,15693447,-75350,906410,3087162,555411,760096,2432918,400578,1447279,585061,228534,46424,182110,12307,669138,382443,5109390,5774,35261,1583953,756606,454550,302056
1991:Q2,16613637,39682,10018,20749,43333,49749,41424,149111,50349,759116,4726022,551763,1138444,1190089,500567,1345159,5944353,879689,870046,3450697,743921,2926,1487360,402577,143421,0,0,67642,2675805,16642700,15862152,-79985,934262,3043851,535657,801306,2469616,389898,1475585,604133,220221,52452,167769,15101,700414,390802,5208343,6469,34339,1581756,780548,468256,312292
1991:Q3,16956107,36938,10018,20886,39578,56708,39104,154614,53388,797312,4867264,540692,1209897,1217840,504916,1393919,5947181,869066,883488,3449370,745257,2875,1597427,411607,159768,0,0,69179,2692260,17010904,16175661,-57816,948302,3027888,536008,841852,2523000,386663,1518054,618283,221707,53235,168472,13719,769566,395815,5328403,6202,36860,1584155,835243,509874,325369
1991:Q4,17305698,38622,10018,21014,39949,63965,41227,152892,55258,736582,5009877,530940,1273966,1249984,526444,1428543,6021995,864590,909294,3495518,752593,2880,1736266,429474,173939,0,0,70592,2701147,17450241,16519327,-58037,1022519,2999890,542441,781017,2583609,397840,1559392,626377,244734,57330,187404,14917,850744,402239,5460091,6785,35778,1632599,930914,568380,362534
1992:Q1,17585223,37050,10018,21135,42886,59382,40988,166644,58987,760881,5096346,539240,1281513,1271029,540443,1464121,6005755,854624,890122,3523689,737321,4037,1753766,446270,184054,0,0,71576,2825447,17736959,16785507,-41475,993288,2969379,574836,815558,2638712,396338,1585464,656910,219988,52448,167540,14952,889980,409713,5568800,6002,36681,1689092,951452,587055,364397
1992:Q2,17917688,35477,10018,21253,35464,53626,40972,160070,59311,792226,5235477,542901,1324838,1312208,555176,1500354,6049216,851213,910687,3551857,735459,4152,1790488,462708,196813,0,0,71368,2899049,18081463,17093826,-59776,1034709,2926829,559738,861579,2706791,393647,1637277,675867,231213,54583,176630,15468,952243,413727,5703697,6432,37292,1703884,987637,607712,379925
1992:Q3,18404275,35418,10018,21338,38402,58241,43755,160469,61017,847380,5383863,543523,1382044,1335631,572250,1550416,6113310,845221,925247,3598752,744090,3929,1843809,473614,206100,0,0,72085,3031527,18584018,17554358,-28892,1073175,2894294,556864,935519,2774088,397840,1678861,697387,236850,57587,179263,15282,1019928,423311,5855219,6554,38929,1753237,1029660,630639,399021
1992:Q4,18716948,32476,8018,21447,33910,67877,44052,153172,61430,838792,5489011,534977,1420582,1360099,593993,1579361,6184130,843691,957459,3623953,759028,4810,2000786,488259,227878,0,0,74815,2986085,19003485,17851947,-46030,1134667,2872193,546194,922293,2833397,401535,1715656,716206,241672,64780,176892,14131,1096342,431112,6020364,7389,37852,1740370,1151538,738442,413096
1993:Q1,19116618,33289,8018,21573,38062,66184,44768,158786,66197,856084,5665752,521710,1452024,1418486,619225,1654307,6156329,824221,953217,3634980,743911,5126,2150280,494341,249384,0,0,75337,3027108,19443715,18214539,-7823,1089339,2829974,559524,996263,2881294,387031,1751473,742790,257584,60114,197470,14737,1201180,439270,6160335,8101,39176,1745585,1229176,811355,417821
1993:Q2,19527477,33286,8018,21705,32555,61689,45179,156136,69195,862158,5818865,518130,1489889,1459193,647951,1703702,6247745,835263,967822,3690551,754109,6563,2231397,514663,270783,0,0,76342,3071198,19836708,18586632,-20106,1168153,2812865,552412,990737,2920040,383566,1770141,766333,286578,70790,215788,16986,1302226,447843,6270438,9931,38094,1790435,1250076,816684,433392
1993:Q3,20070459,34230,8018,21866,29003,65534,44705,146928,70766,910458,6019470,514425,1528026,1515284,673963,1787772,6346630,831153,994644,3744773,776060,5999,2375604,531978,297132,0,0,75516,3086622,20429490,19077890,-9119,1182084,2786360,550522,1071811,3026780,380939,1841319,804522,296546,77188,219358,18574,1419318,457498,6392528,10437,42814,1831736,1351600,887088,464512
1993:Q4,20534499,33291,8018,22095,23425,68625,48659,150353,75677,904151,6147060,523883,1539122,1561147,696821,1826087,6480820,842563,1035138,3794532,808587,9484,2480284,599815,324531,0,0,79050,3079161,20857996,19474004,-5009,1251981,2786062,565319,1047464,3123294,399881,1880937,842476,308936,82923,226013,23675,1504644,466703,6489549,10069,44558,1856760,1383992,887665,496327
1994:Q1,20942890,34250,8018,22318,25558,68079,50089,149045,76193,963198,6182591,523834,1529732,1576222,690023,1862780,6516730,846281,1035081,3823547,811821,11756,2443965,611874,337269,0,0,80208,3361749,21329290,19980620,23705,1220704,2787822,582288,1109336,3258601,414447,1963461,880693,301205,78065,223140,23631,1495186,473096,6574365,12256,46680,2071746,1348670,850537,498133
1994:Q2,21236120,33361,8018,22528,28853,69351,50152,150738,73904,983477,6188658,527026,1512363,1607754,671482,1870033,6631600,856309,1059043,3871277,844970,11704,2476047,622424,353628,0,0,79716,3451960,21636590,20264830,41153,1229478,2772986,576632,1145364,3358397,415693,2033210,909494,296166,67327,228839,23826,1504264,479578,6675615,9989,43528,2107854,1371760,861358,510402
1994:Q3,21624912,34153,8018,22779,25271,61901,51400,152940,71478,1008296,6260640,539796,1501766,1644569,681393,1893116,6755113,868464,1081627,3920369,884654,11938,2653643,631165,384181,0,0,83589,3408408,21992503,20630167,37310,1205718,2781932,586195,1190321,3456135,425696,2093724,936715,300251,62814,237437,24194,1580774,497532,6802846,10257,46375,2110326,1362336,850153,512183
1994:Q4,21778587,32984,8018,22994,34703,68425,50343,155382,70806,944704,6310010,557347,1502556,1678392,671738,1899977,6923900,896316,1134204,3965699,927682,7766,2620220,609866,424030,0,0,88101,3406335,22180402,20821919,79141,1240202,2785028,611005,1090628,3586458,441556,2173449,971453,313920,66625,247295,18437,1544320,503049,6856293,9149,45149,2139141,1358483,859154,499329
1995:Q1,22368949,36242,8018,23226,35118,61441,51641,169681,75738,994190,6462904,583475,1551124,1706587,690280,1931438,6995713,926023,1130923,4000843,937925,7872,2829040,641090,479625,0,0,92175,3405234,22859521,21384306,64667,1191644,2835673,641874,1171926,3660620,453054,2197029,1010537,308278,61906,246372,18003,1649397,515724,7015411,9021,50190,2251878,1475215,952671,522544
1995:Q2,23032432,34918,8018,23490,35067,59051,51232,171176,83439,1073663,6624375,596888,1556393,1755900,697139,2018056,7156008,967727,1151758,4060113,976410,7919,3093684,657733,551107,0,0,96323,3305229,23585690,22006212,53538,1239798,2886768,686673,1230786,3763172,461821,2247962,1053389,320685,71715,248970,18354,1800550,531273,7191347,9330,49927,2224011,1579478,1045019,534459
1995:Q3,23664218,32608,10168,23760,44558,56998,52897,190908,88620,1079581,6712463,601817,1541779,1812074,703692,2053101,7312913,984805,1178306,4125649,1024153,8004,3362735,677742,620267,0,0,98490,3291506,24310757,22593466,60643,1188685,2934336,710873,1259554,3880040,472623,2301123,1106294,326018,73540,252478,19078,1954042,540551,7374720,9997,55973,2278957,1717291,1163620,553671
1995:Q4,24308745,32053,10168,24003,41465,70415,50767,190281,96016,1129516,6905288,596946,1581327,1883922,729811,2113282,7476608,1006065,1229634,4166992,1073917,7010,3497300,696919,676952,0,0,108245,3295740,25073389,23227109,81405,1211356,2964629,753018,1292818,4017088,486868,2377738,1152482,350143,69778,280365,21519,2058275,550296,7532527,10261,58748,2325025,1846280,1240737,605543
1996:Q1,24933215,30943,10168,24269,43630,59197,50275,198023,106371,1161682,7020132,626851,1586986,1922235,735779,2148282,7580759,1011828,1250273,4244665,1073993,6719,3714312,720438,732066,0,0,111281,3362950,25752292,23819837,61732,1158169,3046771,824202,1334794,4099112,490922,2415003,1193187,369605,79995,289610,22705,2201626,554945,7682652,11613,59422,2392489,1932455,1301865,630590
1996:Q2,25455223,30509,10168,24520,33942,60717,52720,199286,109309,1180425,7032170,639259,1537423,1935072,736168,2184248,7755288,1036287,1286279,4321199,1111523,6778,3906846,745632,779085,0,0,111826,3416002,26299418,24330570,45802,1181293,3070824,817748,1370608,4254321,517349,2490273,1246699,377482,77485,299997,23021,2351651,562934,7805837,13026,61505,2394518,1968848,1324205,644643
1996:Q3,26020662,30440,9718,24744,38522,61518,55266,215153,116899,1176760,7107177,651549,1523714,1951593,740073,2240248,7906178,1066630,1300637,4393113,1145798,7319,4074607,768731,829404,0,0,114504,3483722,26951767,24870716,27815,1183701,3136646,852063,1369212,4351348,538567,2545969,1266812,382021,74504,307517,22849,2461780,577927,7938662,14461,62655,2489574,2081051,1409970,671081
1996:Q4,26931659,30218,9718,24966,48898,74091,56978,236239,128481,1202363,7248099,653100,1476387,2008766,763593,2346253,8079952,1087214,1351739,4462537,1178462,8443,4351697,828233,949380,0,0,119432,3534472,28118086,25730821,51619,1200366,3190775,901807,1374193,4492361,579096,2609151,1304114,438254,85401,352853,23294,2623994,594100,8158315,14282,65240,2602220,2387265,1651432,735833
1997:Q1,27545057,28907,9200,25157,40765,62475,54431,254726,140903,1288223,7412378,715989,1451253,2049920,781868,2413348,8150877,1126176,1347151,4513845,1163706,8601,4356716,874636,993165,0,0,124507,3719390,28728931,26267967,30089,1167428,3262019,965433,1470476,4562506,623019,2636172,1303315,422443,83288,339155,25279,2686387,605078,8254724,17663,68610,2729832,2460964,1684375,776589
1997:Q2,28640188,28927,9200,25274,43911,63981,65127,261966,145012,1302307,7555764,732914,1439836,2098836,789770,2494408,8320956,1165924,1383512,4584340,1187180,8822,5009430,892233,1158081,0,0,123291,3625906,30069201,27300781,26143,1204302,3311603,963700,1509591,4705508,642458,2708053,1354997,458184,85464,372720,27219,3051401,622032,8582369,16356,67880,2754493,2768420,1975464,792956
1997:Q3,29714158,28549,9200,25402,48545,60372,62204,268614,159124,1398334,7703696,749725,1445410,2141317,809508,2557736,8508193,1174078,1430859,4691722,1211534,8842,5507324,927080,1291754,0,0,135534,3571391,31385970,28317912,12758,1163917,3380561,1015127,1621466,4780402,684716,2748187,1347499,475746,90758,384988,27367,3368362,639173,8857793,23629,74417,2877193,3068058,2225522,842536
1997:Q4,30304845,28000,9200,25543,48489,78596,67418,277403,164330,1367167,7969750,790342,1516716,2171965,834448,2656280,8709785,1221155,1501004,4755506,1232121,9317,5490289,958881,1312522,0,0,143200,3644955,32152422,28877594,41563,1209189,3442236,1058885,1620751,4970223,745741,2822805,1401677,505960,87671,418289,31579,3409315,646556,8924653,19938,75873,2920873,3274828,2354928,919900
1998:Q1,31799080,27671,9200,25664,53106,63760,67355,285202,172634,1447929,8281595,882328,1534998,2255197,856743,2752329,8821701,1243727,1516754,4846871,1214349,9814,6237917,1003811,1481782,0,0,148309,3661630,33824507,30229376,12921,1172525,3537647,1142406,1737923,5145746,804942,2879811,1460993,541432,89506,451926,31902,3840596,658595,9294771,19532,82056,3011324,3595131,2631929,963202
1998:Q2,32509853,28325,9200,25786,45570,64443,67417,295357,175101,1477680,8400257,913578,1452819,2293480,872553,2867827,9082375,1292637,1565437,4967193,1257108,11749,6317479,1021928,1513220,0,0,148785,3825181,34572487,30887908,35203,1224691,3541336,1168511,1730511,5370043,838860,2983343,1547840,582256,96700,485556,32887,3977323,669422,9443963,20869,81680,3009213,3684579,2703650,980929
1998:Q3,32448682,29407,9200,25991,48369,64729,69350,309560,185073,1482246,8613590,939702,1462114,2370077,902161,2939536,9308471,1323214,1603640,5093582,1288035,11356,5482770,1053084,1374822,0,0,150151,4230514,34055801,30833129,60043,1176771,3578013,1266902,1771755,5581784,874206,3123817,1583761,630279,84932,545347,33959,3622978,671774,9323858,21782,87418,3005813,3222672,2197417,1025255
1998:Q4,34065047,30719,9200,26270,54872,70016,75862,325668,191526,1364846,8858972,931204,1456689,2502344,925894,3042841,9644673,1356130,1719647,5243489,1325407,12923,6602165,1138943,1628715,0,0,148925,3880752,35979716,32273841,70493,1220288,3659227,1351678,1606439,5843446,906724,3294394,1642328,664022,82994,581028,35929,4173531,701172,9811788,18932,89123,3027773,3705875,2555463,1150412
1999:Q1,34944313,26097,8200,26638,61045,60460,68564,343408,206858,1344540,9117701,986718,1500294,2609247,940349,3081093,9799424,1363685,1736555,5372691,1326492,16627,6783898,1193940,1731137,0,0,146174,4009603,36986301,33091711,63164,1185829,3675502,1438367,1646206,6103610,926443,3436768,1740399,663149,76405,586744,38409,4327921,713203,9994091,19429,90360,3132470,3894590,2681597,1212993
1999:Q2,35975772,25715,8200,27004,64177,63199,75811,338526,210816,1337650,9222080,997532,1435289,2694258,929524,3165477,10062082,1380557,1810649,5516948,1353928,18707,7295469,1205065,1879901,0,0,143095,3998275,38235480,34083424,80176,1218494,3702594,1420845,1631554,6328217,940869,3584099,1803249,698666,81556,617110,40997,4651052,731995,10257751,31539,86809,3202737,4152056,2876678,1275378
1999:Q3,36196591,27036,7200,27457,74916,63249,74816,329996,224708,1334717,9377132,1029605,1419004,2796995,922812,3208717,10359197,1408060,1869681,5689883,1391573,20351,6839818,1233461,1847123,0,0,139830,4215584,38095860,34326353,84884,1209667,3761032,1476728,1629345,6550994,963430,3749551,1838013,753380,80755,672625,44106,4498393,734987,10236562,30022,92594,3223659,3769507,2447666,1321841
1999:Q4,38562565,27064,6200,28013,75851,90578,89132,344149,242504,1483736,9649512,1140949,1395579,2894287,921821,3296876,10714862,1454482,1997017,5833849,1429514,18455,8082695,1268726,2159338,46467,24714,176545,4034024,40729715,36737489,96318,1332283,3873939,1613146,1667894,6768138,1082947,3887741,1797450,841333,95857,745476,46893,5233194,812848,10723266,83092,99952,3545194,3992226,2585291,1406935
2000:Q1,39878166,26737,6200,29003,83006,53406,77237,353481,251561,1432016,9864377,1217259,1432885,2908369,923899,3381965,10941536,1474740,2099559,5937565,1429672,17454,8673081,1314931,2303617,47316,25081,185229,4192897,42034326,37955503,-12774,1228081,3980531,1696149,1754719,6895820,1115708,3943982,1836130,913699,92076,821623,47345,5600779,831127,10971583,89954,100421,3858070,4078823,2617423,1461400
2000:Q2,40160412,26482,4200,29979,88068,56005,81351,337180,247209,1449563,9862212,1268179,1372844,2937495,908272,3375422,11242414,1521820,2147178,6100043,1473373,17350,8435037,1338753,2293761,48165,25438,188408,4388836,42281892,38252905,50793,1234690,4044070,1658250,1797798,7068657,1139171,4039375,1890111,934494,96251,838243,48246,5463631,834805,11013478,99554,99086,3905353,4028987,2543706,1485281
2000:Q3,40914300,26574,3200,30811,92216,52862,75478,349848,256963,1437974,10035244,1294065,1411512,3001172,921457,3407038,11478318,1533766,2159019,6252306,1533227,18425,8541231,1375453,2365390,49014,25801,197304,4502194,43408211,38920579,31342,1199808,4143136,1727378,1831554,7228110,1154050,4168498,1905562,951930,100636,851294,55676,5541139,847552,11159396,100013,109036,3994510,4487632,2966093,1521539
2000:Q4,41049550,26596,2200,31643,114246,64447,89769,352767,269965,1576967,10178946,1317220,1374425,3126381,952063,3408857,11728310,1564226,2171214,6392756,1600115,17216,7836413,1379968,2262941,49862,26143,205220,4835931,43561989,39035612,43734,1218787,4256547,1845248,1909615,7486340,1214673,4319662,1952005,1008973,98692,910281,52638,5119386,850362,11075365,103967,116814,3947836,4526377,3029229,1497148
2001:Q1,40926137,25481,2200,32271,142111,54030,108390,363474,289977,1703961,10503102,1250271,1442836,3329458,972010,3508527,11794341,1554556,2154986,6474891,1609909,17637,6937637,1430815,2012484,52211,27125,206482,5222408,43172968,38899414,-41374,1200749,4403812,2035459,2017884,7685321,1182516,4428724,2074081,1008953,103397,905556,57764,4588723,867142,10909472,108779,121557,3935173,4273554,2716914,1556640
2001:Q2,42037128,25352,2200,32670,145062,55594,127249,346303,294432,1696602,10584362,1175287,1390367,3463783,977830,3577095,12046780,1532871,2191630,6677925,1644354,17101,7494848,1437993,2101628,54559,28155,210817,5335421,44451940,39940835,-32168,1231239,4455307,2052455,2039900,7873643,1138284,4601999,2133360,1024203,111162,913041,59207,4887912,898894,11171259,112167,115604,4051212,4511105,2940599,1570506
2001:Q3,41919806,26296,2200,32957,141047,61133,155600,347324,309404,1748566,10864482,1135587,1430897,3653566,992306,3652127,12339072,1524423,2255754,6885133,1673762,18242,6416250,1448995,1844888,56906,29122,222723,5854599,44015126,39846116,425,1256533,4521780,2161638,2104595,8124861,1116494,4806735,2201632,1126165,113028,1013137,60113,4252626,889122,10995021,120366,137941,4094930,4169010,2603544,1565466
2001:Q4,43561611,25490,2200,33017,154606,64819,149975,409393,324561,1779255,11140417,1162431,1424808,3799748,1022944,3730486,12534177,1488998,2232446,7066429,1746304,18355,7221327,1407635,2021055,59254,30170,227937,5957967,45750344,41400469,24150,1360842,4610330,2285310,2100011,8401762,1149792,4962349,2289621,1094840,114584,980256,60347,4689603,920728,11287976,128840,123417,4312313,4349875,2833161,1516714
2002:Q1,44367779,25327,2200,33630,147894,56877,148725,411355,320675,1794735,11360179,1094334,1465627,3944132,1028542,3827544,12663614,1476906,2211802,7235785,1739121,19700,7329860,1436295,2131676,61502,31197,235441,6156896,46536896,42045983,-12415,1263853,4780510,2247857,2140927,8599855,1096276,5132043,2371536,1071592,113715,957877,60855,4812247,948967,11492627,133093,131436,4374580,4490913,2954829,1536084
2002:Q2,44104245,27090,2200,33995,144133,58819,150988,416471,318643,1814849,11496981,1017832,1486853,4049292,1052103,3890901,12891857,1443434,2212502,7463540,1772381,20966,6533795,1476473,1933231,63752,32169,242284,6445549,46155560,41773440,-46583,1302036,4812098,2190769,2282316,8789428,1033583,5253012,2502833,1054673,127755,926918,57605,4433260,962119,11345729,134446,145418,4310125,4382120,2804998,1577122
2002:Q3,43892998,27045,2200,34315,142518,61591,170058,396873,318997,1896731,11772260,1002640,1534069,4210537,1088113,3936901,13147438,1423203,2213403,7709233,1801599,20893,5588494,1485467,1734709,65999,33125,244608,6749677,45562550,41558940,-7687,1327591,4905430,2158164,2343462,8971085,1035827,5367986,2567272,1056545,123888,932657,55317,3898456,965778,11175835,142736,141090,4425138,4003610,2416604,1587006
2002:Q4,45025612,27862,2200,34597,149249,70817,170891,389757,332190,1911638,12049499,1023593,1604589,4347671,1111134,3962512,13467964,1403374,2250828,7972042,1841720,24135,5953700,1503170,1856267,68247,34173,245167,6734089,46641296,42552797,45730,1353096,4956947,2265075,2364122,9258940,1068856,5509001,2681083,1056912,126419,930493,54253,4118082,971633,11435419,155510,131669,4385411,4088499,2550895,1537604
2003:Q1,45852372,28304,2200,34798,129948,64152,193404,383646,321733,1913998,12480521,1016708,1585277,4549472,1147090,4181974,13643974,1379469,2256428,8174526,1833551,22981,5902140,1536410,1810043,71199,35292,250030,7027600,47293244,43282020,-10223,1336170,5109461,2198864,2422893,9567747,1144675,5637311,2785761,1075928,127331,948597,55364,4057552,990344,11526947,148376,134738,4667859,4011224,2428236,1582988
2003:Q2,48042956,28726,2200,35065,123690,67503,197973,368112,315188,2026021,12801035,974182,1570821,4695132,1174337,4386563,14059399,1369351,2362254,8460435,1867359,24352,6765521,1562434,2054881,74152,36489,252663,7247552,49799809,45348238,-51469,1393932,5212649,2157611,2588978,9765651,1130168,5747906,2887577,1205292,147388,1057904,54780,4649056,1024223,11931922,156927,137356,5121330,4451571,2846375,1605196
2003:Q3,48794143,29552,2200,35273,116505,69180,203511,355600,303874,1923432,12975360,936327,1569019,4786102,1188768,4495144,14328736,1346604,2341007,8737817,1903308,24854,7078259,1570786,2131773,77102,37641,252362,7278144,50577047,46002612,-790,1376553,5253653,2090350,2509937,10021713,1107093,5945074,2969546,1192270,143948,1048322,51913,4845657,1051833,12098420,155931,131753,5223419,4574435,2962626,1611809
2003:Q4,50185317,30782,2200,35468,106651,70752,215781,356680,293843,1922682,13072965,920103,1573698,4672911,1221591,4684662,14654989,1379646,2350240,8963602,1961501,26328,7898259,1716443,2359540,80054,38824,259330,7043747,52254427,47211346,14747,1437444,5325215,2040021,2538730,10173237,1116033,5944522,3112682,1178429,138452,1039977,51459,5362097,1077332,12485787,153480,133037,5240331,5043081,3321593,1721488
2004:Q1,51629852,30832,2200,35761,114633,65387,221791,373675,282643,2095651,13283817,939349,1568556,4688974,1252574,4834364,14923619,1362384,2391098,9215071,1955066,27958,8201400,1811835,2432427,85162,41076,262582,7337403,53782240,48472757,-75594,1434603,5526897,1992608,2715579,10345970,1136597,5949059,3260314,1239493,146928,1092565,52679,5620835,1086173,12743609,163040,144320,5482545,5309483,3508536,1800947
