1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q1,335118,106511,79147,19684,367,73238,27445,28027,699,389632,180654,106650,23139,74739,4450,-54514,37390,872,-2347,-15650,-19580,52082,853,-72515,-2235,19,-20906,2648,0,251,2272,0,3595,-2118,217,578,8694,4613,0,4081,0,208,0,-2528,6872,235,70280,0,0,211,37283,35807,-54,1530,-26,-11,-15,30,4397,28385,3930,-7609,64906
1986:Q2,346183,108359,79828,22381,396,80922,27225,26371,702,403235,187118,106779,24523,75548,9267,-57052,38125,724,-2463,-17188,-14297,59043,-957,-72383,39957,-119,17740,-1856,0,1258,13172,0,19720,-7296,264,484,16611,3125,0,13486,0,394,0,982,-9412,1187,112340,0,100,93,56865,26432,2,30431,30931,-9,30940,496,7336,16519,-2891,9595,81978
1986:Q3,345076,110494,81736,22730,437,75401,27491,26432,356,394751,179862,109173,24866,75989,4861,-49675,38746,220,-2594,-8555,-11083,65743,936,-77762,21015,-479,3974,-1590,0,5836,3017,0,-4266,6604,226,453,9024,2098,0,6926,86,715,0,-90,661,-139,98777,0,200,76,81540,65105,394,16041,3378,-12,3390,73,8316,5194,2527,20956,98718
1986:Q4,348905,112443,82663,23888,513,75329,26718,26567,785,407577,190355,110403,24095,76407,6317,-58672,39462,480,-2506,-17185,-14001,61218,-182,-75037,31051,-163,2783,-102,0,-2496,16996,0,15018,1390,103,485,11135,3485,0,7650,130,165,0,247,2920,-564,106088,0,0,109,80235,55426,49,24760,29526,-4,29530,443,4083,-8308,-3184,7542,82579
1987:Q1,355767,117502,83875,23419,465,77345,26329,26295,538,410642,190253,111712,22604,77054,9020,-54875,40065,206,-2647,-12369,-10100,56519,1010,-67629,6649,-1334,-26150,2680,0,2696,10761,0,21065,-10849,29,516,8765,3141,0,5624,104,189,0,5866,3056,16,74278,0,0,128,45457,15988,986,28483,7804,-9,7813,127,4775,15987,-2270,-22244,45385
1987:Q2,382116,128255,85829,28306,500,85966,26298,26548,415,416859,197161,112929,22667,77791,6312,-34743,40654,495,-2609,8025,36591,63808,989,-28206,40172,-1774,34522,-1426,0,3518,-1110,0,-3087,1428,2,547,10500,2816,0,7684,123,282,0,1714,-6428,251,68378,0,0,107,39091,22091,-467,17467,14140,-2,14142,489,3792,10759,-28566,38238,66444
1987:Q3,371865,120577,88378,30122,481,79911,26151,25368,878,406868,186966,114051,21610,78973,5269,-35003,41341,922,-2694,8110,1297,69006,848,-68557,4701,-125,-5021,-1317,0,5465,6897,86,584,5776,-65,516,-1258,-4280,0,3022,82,407,0,2007,-3324,887,73258,0,0,114,41694,17143,-226,24777,19060,-3,19063,1031,4993,6366,6813,379,68936
1987:Q4,375276,123255,89464,27505,594,81415,25696,26432,916,430756,202515,113502,24216,80842,9682,-55480,42016,-506,-2489,-10469,-20358,65303,882,-86543,12396,-2131,-10398,2706,0,252,3753,133,-5503,8878,-176,421,11667,1726,0,9941,223,333,0,2158,993,2839,98939,0,0,120,71046,47725,1243,22078,26321,-1,26322,-442,4006,-2113,9889,8215,94758
1988:Q1,382224,121767,91143,26269,531,85547,27594,28218,1155,435811,201258,120065,24630,82007,7851,-53587,42985,164,-2612,-8154,-23233,57819,1105,-82157,8790,-1041,-5363,3429,0,-2767,2795,148,5863,-3363,-166,313,3402,1441,0,1961,62,279,0,1811,7680,-1498,90947,0,0,129,41379,32357,-123,9145,4262,0,4262,21,5283,39873,15079,261,82418
1988:Q2,400894,124402,93394,29945,687,96707,26379,27925,1456,439075,207408,119706,23956,82369,5636,-38181,43765,746,-2563,7401,13529,65216,1680,-53367,12403,-146,22544,-4306,0,4060,-2013,133,-7650,5355,-39,188,3679,-10,0,3689,159,298,0,987,-13545,686,65770,0,0,100,25103,11953,1931,11219,11687,1,11686,520,5237,23123,-6128,16922,70289
1988:Q3,400823,128444,94261,31829,598,90115,26870,27445,1262,429536,198097,120406,23548,83787,3698,-28713,44520,60,-2892,18639,4878,68992,496,-64610,17447,3613,4078,1159,0,575,5860,109,-8244,13721,86,188,2731,-662,0,3393,305,325,55,-1035,240,-458,82057,0,0,120,52105,30861,5224,16020,16281,-2,16283,37,3832,9682,13761,25645,90255
1988:Q4,408861,131326,95666,31752,558,90787,27935,29154,1684,459636,213690,121267,26797,85565,12317,-50775,45313,379,-2914,-2927,-29691,66373,904,-96969,1661,-1036,-9717,-603,0,-2882,12186,78,4491,7104,202,311,-3165,2130,0,-5295,375,412,38,3085,2458,509,98630,0,0,162,65359,37630,10402,17327,22138,-4,22142,595,4421,5955,26764,-5942,91027
1989:Q1,421323,136647,98185,31864,750,92953,28733,30483,1708,468474,214693,129644,26063,88490,9584,-47151,46010,-72,-2854,1786,-3078,60434,1181,-64693,11634,1948,-24044,2847,0,7978,1335,109,-11252,11814,226,438,4981,1563,0,3418,314,261,111,2439,13816,-352,76328,0,350,140,40007,31722,-294,8579,2101,-1,2102,22,5485,28223,4864,19374,84068
1989:Q2,437298,141817,99471,30650,616,103410,29216,30327,1791,476757,225095,130915,25162,90405,5180,-39459,46750,869,-3111,9534,40275,67574,806,-28104,34236,6082,28425,-2254,0,2365,11431,204,1100,9405,159,563,2947,1028,0,1919,228,257,273,2353,-18394,523,62340,0,3150,180,14321,5629,1283,7409,11132,-1,11133,527,6406,26624,-30742,31380,59484
1989:Q3,432439,143928,100280,29405,684,95209,29801,30555,2577,464726,213125,131427,25838,91161,3175,-32287,47530,-70,-3049,18363,-9655,73166,1061,-83882,7262,2943,-10053,-1721,0,3383,8223,266,-1367,8663,98,563,1083,1292,0,-209,153,314,401,598,978,960,91144,0,0,110,49838,30696,1775,17367,17645,-1,17646,-8,4565,18994,28018,6543,90425
1989:Q4,432778,145343,100930,27888,690,95364,29317,32063,1183,492587,228515,134216,28325,92041,9490,-59809,48348,522,-3073,-8910,-30919,69259,1100,-101278,12845,1711,-9391,149,0,2420,6402,297,4590,1034,45,436,6042,1699,0,4343,372,341,585,1289,2804,121,114124,0,0,137,63140,50036,-1145,14249,30097,0,30097,616,3961,16173,22009,3551,104830
1990:Q1,437997,143647,104920,26349,672,97952,29582,34096,779,505768,234309,141274,28998,93242,7944,-67771,48930,-76,-3192,-15573,-2744,65554,1268,-69566,33096,1598,-15115,494,0,361,21906,391,31785,-10638,55,313,11459,8587,0,2872,515,324,761,1757,8602,434,102662,0,0,150,37973,12504,7393,18076,33885,1,33884,-4,534,30124,-12829,766,70332
1990:Q2,459103,148541,104836,29983,722,109834,29608,34617,963,515711,239979,144299,30382,94521,6529,-56607,49606,502,-4645,-2859,12175,72954,1083,-61862,22006,-326,18479,-2972,0,3161,3949,546,3117,-31,129,188,12164,11978,0,186,216,307,676,1746,-16530,1136,83867,0,0,161,42574,30090,1343,11141,13091,-3,13094,548,4570,22923,-15034,17840,79701
1990:Q3,458247,151484,105996,32155,760,102409,30382,33976,1086,504039,227253,146528,28875,96924,4458,-45791,50466,4,-3853,8523,3699,77456,1097,-74853,26196,-1053,4009,-1087,0,395,6224,680,5292,-165,229,188,13314,14816,0,-1502,1003,461,1338,444,2554,-1405,101050,0,0,99,68439,58788,-330,9981,18693,-1,18694,35,2704,11080,4824,23305,98159
1990:Q4,462332,150996,109237,28511,876,101881,32922,37008,901,531710,246644,148737,29631,98635,8062,-69378,51133,415,3307,-21967,-40453,74406,1501,-116359,2413,593,-2007,-692,0,1814,4416,789,3724,-762,354,311,-497,5447,0,-5944,38,212,679,-3233,-384,1474,118773,0,1500,543,80026,73298,-253,6981,32624,0,32624,609,-697,4168,18486,-1313,115047
1991:Q1,455943,142818,110626,26497,666,102733,30467,40042,2095,524477,249323,157376,10988,100338,6452,-68534,51904,-8,-2772,-13850,-4810,66476,1500,-72786,29695,329,2433,2086,0,-2099,10041,930,6504,1872,313,422,9750,11020,0,-1270,-366,283,299,-2390,8462,868,102481,0,0,-298,55726,48075,-6000,13651,2514,1,2513,61,601,43877,-9040,24386,97172
1991:Q2,478038,146566,112836,28458,672,116213,29594,41355,2344,550297,256111,162844,23060,101876,6406,-72259,52485,799,-3599,-16974,-3910,74815,1500,-80226,12079,-442,10828,-4301,0,4969,2205,1101,-424,908,104,516,9563,9208,0,355,431,425,1166,122,-13358,471,92305,0,0,112,56247,39716,-1550,18081,14159,-1,14160,572,3973,17242,-13063,10936,91162
1991:Q3,474739,149174,115756,29989,641,106754,29469,41309,1647,541636,242111,164104,29232,102542,3647,-66897,53125,233,-117,-13888,-62786,78843,1496,-143126,6085,-1884,-9163,-2341,0,970,21792,1336,16300,3702,-93,547,-2950,3358,0,-6308,67,341,764,504,-1020,-995,149211,0,0,100,124559,103302,-7198,28455,14241,0,14241,-109,3766,6654,48899,-7620,135506
1991:Q4,478945,150344,117873,27856,623,106532,28445,45142,2130,579803,257314,172454,35117,103935,10983,-100858,53422,490,-3810,-44116,-65995,73959,1500,-141454,38331,-612,28608,-5247,0,2831,10761,1633,3683,5210,-280,515,-3453,-4650,0,1197,-89,455,575,-469,718,4253,179785,0,0,126,113971,82392,954,30625,26351,0,26351,672,-185,38850,21879,33098,174552
1992:Q1,483596,146720,118640,30719,663,110461,27499,46525,2368,587268,257038,180341,38587,103878,7424,-103672,53615,-293,-3890,-45874,-56364,68470,1519,-126354,-2547,565,-30795,1316,0,-2654,13617,1648,26429,-14570,-343,453,2268,4190,0,-1922,500,314,1469,-37,14611,-3721,123807,0,0,18,82297,83140,-2791,1948,-3242,0,-3242,-116,2698,42152,10491,-26722,99632
1992:Q2,507108,152609,119834,33561,651,123816,26826,47345,2466,598870,264883,183730,39793,104508,5956,-91762,54097,852,-3643,-34874,-25097,75031,1516,-101644,8630,-647,31341,-5423,0,6562,-8094,1383,-28524,18472,-284,859,-657,-4555,0,3898,428,306,1429,-1165,-17136,1686,110274,0,0,72,68435,58696,97,9642,14417,-2,14419,613,4983,21754,-9777,33418,135062
1992:Q3,495580,155456,122066,29708,648,112652,26119,46841,2090,588867,255868,186062,38671,104631,3635,-93287,54482,239,-3965,-35079,-38886,78963,1506,-119355,3036,-827,13429,553,0,-167,5677,1156,-1963,5880,-249,853,-11508,-7328,0,-4180,207,381,1118,-2449,-159,-3219,122391,0,0,47,89415,73563,2257,13595,15191,0,15191,167,2890,14681,3807,9588,128943
1992:Q4,504037,158016,122835,32386,676,110159,25926,50519,3520,620890,270595,187842,45181,104199,13073,-116852,55166,344,-4068,-57962,-72247,73652,1498,-147398,-38341,-822,-26942,-5157,0,867,-3245,969,-7095,2395,-249,735,-8298,-4291,0,-4007,-112,426,584,84,2234,2040,109056,0,-2000,83,69053,76930,667,-8544,24702,0,24702,775,974,15469,14285,-26877,120520
1993:Q1,506231,155129,122076,32188,718,116952,26313,50804,2051,611254,263810,191716,41350,105512,8867,-105024,55704,69,-3486,-45903,-47743,65309,1515,-114566,4257,675,-9488,3666,26,2820,6398,911,17783,-13275,-245,1224,-7623,-4391,0,-3232,99,223,1002,-524,14020,-7036,118824,0,0,72,72827,54380,790,17657,-3415,0,-3415,3,4793,44544,1840,-11261,103306
1993:Q2,532762,160802,124214,38151,645,129025,26084,51740,2101,625348,272150,195058,42964,105787,9390,-92586,56086,528,-4287,-32741,-31841,73090,1503,-106434,17089,-473,41765,-4002,27,-1614,13301,975,6180,4891,-250,1505,-8081,-8513,0,432,370,280,1585,-949,-22538,-2582,123524,0,0,90,75976,49277,1020,25679,20182,0,20182,640,5298,21338,-900,10106,116541
1993:Q3,529819,165401,126715,37842,668,117431,25920,50752,5090,617043,261349,198071,42249,105953,9422,-87224,56391,-84,-4290,-26460,-29227,78622,1499,-109348,-12334,349,-7507,583,52,1756,-523,978,-16971,14208,-248,1510,-8822,-4330,0,-4492,96,247,1051,1060,-2970,2295,97015,0,0,106,61756,42630,4058,15068,14029,-1,14030,69,5791,15264,2767,8430,117779
1993:Q4,540038,167421,130120,41209,709,116238,25528,56623,2190,641355,275729,200291,50842,105491,9003,-101317,57107,179,-4747,-39643,-53619,74861,1523,-130004,462,436,-1966,-2551,53,8009,-3672,912,-385,-5359,-256,1416,-10329,-3356,353,-7326,288,393,1479,1626,5696,1000,130465,0,0,178,84798,82614,1931,253,24994,-1,24995,681,2078,17736,13977,1383,131386
1994:Q1,541035,166353,132932,34811,750,122289,26206,55630,2064,635907,273839,204161,44371,105144,8392,-94873,57493,-142,-5060,-32177,-30835,64700,1492,-97027,-4679,79,-4494,2923,53,-5243,-2223,981,2441,-6768,-249,1372,-14974,-4514,-3,-10457,785,222,2712,-993,14501,1973,92349,0,0,164,49348,52718,-326,-3044,-9083,0,-9083,6,4380,47534,-1342,-2917,94111
1994:Q2,574521,173874,135903,41684,774,137181,26522,56424,2159,643636,279050,203665,45646,107181,8094,-69116,57981,235,-4429,-6940,18841,72959,1300,-55417,-18768,-1840,7892,-2830,105,-2470,3153,1200,-3983,4760,-217,1393,-3396,-145,4,-3255,503,362,2242,1035,-25705,2181,36650,0,0,159,-4461,7113,1179,-12753,8946,0,8946,679,4995,26332,-25781,-12534,42884
1994:Q3,571225,175067,137638,45300,785,125501,27082,54485,5366,639922,273174,205081,44276,109405,7986,-68698,58474,173,-4647,-5750,-2146,81383,1916,-85445,-12641,1,-17892,1354,105,-7310,6776,1493,-7526,11606,-193,1396,-2670,2498,204,-5372,-145,396,952,712,1053,4026,72804,0,0,192,28030,39749,724,-12443,11346,0,11346,98,3561,29577,-3604,625,86070
1994:Q4,577393,177777,138775,44427,833,125696,27712,59106,3067,664567,282038,209626,52503,112349,8051,-87175,59153,244,-4848,-23418,10347,75133,1573,-66358,7307,-943,-5332,1212,106,451,-18176,865,-23174,2908,-177,1402,7602,-2829,6307,4124,438,450,2422,909,5156,13011,73666,0,0,171,43470,62588,-1419,-17699,20353,0,20353,485,2856,6331,-33765,35557,101916
1995:Q1,581647,179148,138166,43417,919,129897,28188,58798,3114,676299,286593,217020,48380,115816,8491,-94652,59835,174,-4779,-30212,4799,68998,1599,-65798,14545,3355,-10096,5417,70,-8825,13197,1764,-9699,19610,-160,1682,-9517,286,9,-9812,-555,312,-147,416,23871,-2953,80343,0,0,184,58421,73541,-307,-14813,-16134,0,-16134,50,2672,35150,-35012,34005,99803
1995:Q2,608813,186402,138136,48157,902,144128,28973,58855,3260,685014,291239,218963,47942,118217,8654,-76202,60242,1224,-4712,-12472,24962,77774,964,-53777,8896,1832,48014,-2258,195,-8492,-35562,2243,-34839,-5139,-122,2295,-5244,-2187,-663,-2394,-411,277,-532,71,-30516,41522,62673,0,0,170,16778,25075,402,-8699,10087,0,10087,431,3571,31636,-37434,45654,99431
1995:Q3,604605,189459,140254,50597,1026,131261,29198,56101,6709,669846,277460,218789,45493,119318,8787,-65242,60636,725,-4658,-673,8762,83220,-5435,-69024,-22127,1260,-22274,2105,43,4761,-20513,8839,-1520,-28311,-1116,1595,-9034,-2017,955,-7972,7719,403,-1917,801,-56,14575,46896,0,2150,197,1191,26938,102,-25849,8162,0,8162,74,3947,31175,-9434,-12300,56723
1995:Q4,602925,193398,141347,45416,1069,130217,29829,58226,3423,679776,286451,216748,48041,119656,8881,-76852,60940,609,-5249,-11272,-26332,77695,1517,-105544,-33265,-8,-14821,3609,125,10213,-21775,4564,-5344,-20672,-2091,1768,-21286,-1857,2016,-21445,5631,526,-800,3187,-286,2420,72279,0,0,127,37936,48195,1283,-11542,-3038,0,-3038,464,2569,34221,15060,-16397,89147
1996:Q1,613848,197399,142452,47088,1171,133328,29559,59475,3377,695003,290524,225434,50402,119767,8876,-81155,61282,432,-5337,-14968,-8530,72291,1281,-82101,30720,515,-2704,5233,51,20232,6281,2458,1915,-831,-1069,3808,-388,-2859,2354,117,2969,438,-994,874,22929,-24716,112821,0,0,-1,73655,78985,-580,-4750,-2200,0,-2200,92,4746,36529,-6438,37721,119822
1996:Q2,655026,210027,144393,53525,1175,150354,29770,62275,3508,705206,296812,229813,50628,119094,8859,-50180,61378,1363,-5693,15528,55006,80554,1351,-26898,1774,438,19530,3022,-7,8287,9725,8766,-1754,-1218,745,3186,3286,102,1503,1681,4699,377,1986,1030,-28139,-22460,28672,0,0,-45,-22275,-24059,562,1222,12398,-1,12399,608,5939,32047,-39478,874,27772
1996:Q3,646348,212495,145737,53294,1318,137246,30444,58784,7030,688950,284291,228425,47398,120038,8798,-42603,61742,358,-5985,24766,27529,86440,1071,-59981,2531,-4078,-858,769,16,394,-23435,3727,-17560,-11755,-236,2389,-1079,-305,2490,-3264,3732,433,506,789,497,24845,62512,0,-450,586,21899,41938,-768,-19271,11488,-1,11489,39,5335,23615,-2763,22234,82215
1996:Q4,654384,217162,148171,49656,1491,136938,30548,66580,3839,714060,301260,230227,53407,120464,8702,-59676,61792,720,-5895,7291,-10394,80676,-2468,-88602,11548,246,-7294,840,63,3761,-26938,5678,-12407,-21794,83,1502,4497,1432,2142,923,3379,586,-2017,3818,6725,23882,100150,0,0,-1,48701,42426,-824,7099,26881,-2,26883,-122,3320,21371,17685,24060,112662
1997:Q1,661026,222822,148408,49465,1189,141733,30738,62860,3812,713116,300699,233118,50044,120661,8594,-52090,62218,423,-6365,16070,26881,71156,1083,-45357,45988,-2806,-3789,3278,97,4074,-16475,5825,-12400,-7293,-208,-2399,9334,-1248,2841,7741,2643,427,-539,761,22902,26080,91345,0,-518,109,48406,45975,-355,2786,-2061,-2,-2059,710,3185,41514,-10811,49705,95062
1997:Q2,693614,229033,152423,54607,1163,158435,31108,63169,3677,724798,310653,234682,49716,121335,8412,-31184,62827,866,-6456,37233,99134,81561,-5502,23075,10523,158,20763,-443,54,-2268,9177,1716,-8038,12861,112,2526,5045,904,2373,1768,2619,411,-8391,2074,-31873,13198,-12552,0,0,39,-58296,-71108,61,12751,11129,0,11129,551,3839,30186,-61901,15523,-7552
1997:Q3,696340,236549,154588,58667,1238,144580,31191,62511,7016,707844,294134,235642,47998,121712,8358,-11504,63078,147,-6729,58156,63491,90105,440,-27054,19246,666,-8994,2403,94,3356,-19529,4297,-12147,-11424,-544,289,11447,215,2729,8503,4865,415,-6567,-1483,5011,27562,46300,0,0,313,15533,7547,-230,8216,19384,0,19384,-24,2282,8812,-5336,27476,54530
1997:Q4,702636,243417,156195,53743,1506,145508,31062,67632,3574,742258,315043,239825,57340,121603,8447,-39622,63449,232,-7022,30617,-1150,83784,1022,-85956,24941,4451,-6289,1711,79,-1170,1011,2856,-8153,5358,-99,1049,14049,1332,2021,10696,7290,336,-2725,1751,-2111,6558,110897,0,0,-1,40787,18486,437,21864,39284,0,39284,500,1899,28428,31767,21521,107477
1998:Q1,709163,246730,156693,50639,1157,150941,32237,67599,3167,729504,308091,238501,53527,120932,8453,-20341,63599,64,-7588,50782,63949,74172,974,-11197,73702,350,-7636,5218,77,8796,-15248,5368,-16475,-5270,-406,1535,19935,720,3762,15453,2195,385,-6519,2908,25458,37783,84899,0,0,80,30528,11310,-608,19826,3954,0,3954,180,3374,46783,-13167,75538,86735
1998:Q2,741576,255554,158887,54621,1208,168413,32233,67345,3315,744185,320811,241200,53100,120322,8752,-2609,64172,2013,-7979,67529,143591,85708,-938,58821,58019,1453,47493,1277,220,-5797,29975,-1291,4773,22889,-502,4106,19894,1155,2189,16550,5250,444,2020,253,-34671,-9792,-803,0,0,56,-73246,-96983,-360,24097,26712,0,26712,653,3809,41214,-76062,37810,-21012
1998:Q3,740087,262057,161058,56442,1365,154021,32336,66001,6808,727610,306227,240527,51898,119762,9196,12478,64602,260,-8133,84952,90035,95905,-163,-5707,17122,1957,-37301,2429,157,-1732,17602,3065,4145,8359,45,1988,11091,-301,3406,7986,1917,413,-2407,3029,8969,10998,22829,0,0,425,-33350,-37260,-103,4013,23578,0,23578,3,4747,27426,-5083,3208,8915
1998:Q4,748003,268079,162834,50914,1950,154377,32248,74017,3585,766855,332480,245894,60241,118272,9968,-18851,65199,735,-8449,54061,-13932,88218,1689,-103839,-9973,2267,-18483,6772,2340,7186,42496,8204,10914,17471,232,5675,5834,7538,-476,-1228,-15196,338,-5392,2322,-4967,-35490,93865,0,0,-1,48753,26964,3046,18743,28472,0,28472,456,1419,14766,67993,-21750,82088
1999:Q1,750021,264973,163769,52047,1392,158840,31607,73931,3463,755546,325113,245448,57712,116661,10612,-5525,65607,340,-8481,68224,65021,79666,2059,-16704,61586,-2291,3426,2667,97,-515,23851,4316,5742,10854,81,2858,6498,856,4120,1522,-3356,394,-1333,3682,26594,1872,78290,0,-1000,0,25089,6440,-383,19032,-8958,0,-8958,169,5981,57009,3203,53603,70307
1999:Q2,788467,274150,166629,57351,1547,178636,32045,74581,3529,775444,341459,248719,57413,116596,11257,13024,66316,1027,-8728,87040,155218,91726,1963,61528,27798,-1181,33031,2531,76,-1443,22231,3962,5272,10338,64,2595,7900,482,2151,5267,-7974,456,-2925,2265,-19849,-7320,-33731,0,0,517,-98919,-111458,150,12389,13567,0,13567,674,8061,42370,-68177,17240,-44289
1999:Q3,789167,282564,170306,58024,1631,163253,32857,73687,6845,765224,329916,250707,56838,116151,11612,23943,66900,390,-8669,99122,97791,100364,1319,-3892,33630,-2033,3009,3919,75,-1621,22633,4024,5354,10560,65,2630,713,776,3670,-3733,6077,329,1900,2738,-1744,-2365,37522,0,-1000,500,-12554,-14072,8,1510,10430,0,10430,57,7219,32870,1330,32747,36639
1999:Q4,800421,290229,172880,55932,1551,163848,34359,78629,2994,802394,354940,256061,63452,116213,11728,-1973,67902,628,-4089,69390,36646,96721,2071,-62147,44927,-1589,29868,5244,156,1043,32666,6023,8012,14461,130,4040,-5424,2707,1531,-9662,-16379,272,-5783,4607,5151,-4905,107074,0,-1000,-1,54098,48136,8,5954,24417,0,24417,501,1783,27276,32744,40820,102967
2000:Q1,819718,297023,174081,59351,1786,170419,35011,79341,2706,798383,351911,258690,60441,116075,11267,21334,68855,-707,-8381,99277,65314,86993,2020,-23699,10031,476,-42958,4066,83,-1762,24715,4395,5847,11529,71,2873,-32,-488,4276,-3820,-4182,330,-1622,4312,28790,-2185,33730,0,0,540,-16335,-19122,-516,3303,-18921,0,-18921,292,12254,55900,33963,7936,31635
2000:Q2,858306,308597,176680,61217,1977,190908,35881,80629,2416,818080,365847,263129,61927,115810,11368,40226,69654,487,-8522,117914,234814,97627,1979,135208,1284,-2082,12555,2928,44,-3164,20547,3546,4718,9978,40,2265,-1300,-722,1841,-2419,2951,397,785,2325,-28814,-5888,-133924,0,-2000,798,-180097,-187449,459,6893,7876,0,7876,656,7485,31358,-116900,-2013,-137221
2000:Q3,847130,313490,178356,57074,1856,174389,36393,79883,5689,799902,350094,261395,61012,115947,11455,47228,70366,-24,-7926,125544,161187,105015,1853,54320,8126,-386,-6879,5430,79,-2197,25069,4431,5897,11788,68,2885,-3685,-195,4437,-7927,-997,316,-555,2418,-11164,677,-46194,0,-1000,1057,-50963,-44296,-606,-6061,5387,0,5387,54,7674,-8403,-35643,8987,-45333
2000:Q4,846107,317218,179439,51685,1944,173676,36729,84772,643,836685,369736,270557,67660,116982,11751,9421,70838,426,-6232,86065,26581,99214,2113,-74746,-16525,1343,-26922,-946,36,-3573,20388,3491,4645,9999,36,2217,-2797,-619,1120,-3298,8194,395,2501,1157,-1231,-15070,58221,0,-1000,-1,-13372,-25446,-295,12369,8333,0,8333,438,3199,60624,59484,-18995,55751
2001:Q1,850074,319856,180346,43290,2000,178660,37702,88014,206,858466,378933,281018,67913,116597,14004,-8391,71306,34,-8882,71762,56462,89861,1202,-34601,64780,-289,1200,4495,56,-3168,22787,3955,5261,10986,48,2537,3122,-1228,4724,-374,10136,513,3116,4608,17483,721,99381,0,0,398,46230,19586,-559,27203,13052,0,13052,159,9550,29992,15300,57537,92138
2001:Q2,882479,326578,180902,46251,1809,198814,36506,91666,-47,879793,390547,287197,71056,115288,15704,2686,71732,1596,-9271,82093,219197,106060,2312,110826,31967,1260,21880,6098,123,-1323,32435,5831,7757,14902,104,3841,2310,1059,2297,-1046,-6982,470,-2541,4809,-28598,2026,-78859,0,0,326,-125170,-159637,281,34186,13585,0,13585,593,7763,24044,-137104,23646,-87180
2001:Q3,815863,283894,181869,40946,1998,181290,35408,85531,4927,855268,371902,286975,65012,114537,16841,-39405,72186,-135,-9851,42767,37456,109460,2482,-74486,45954,3467,1606,2842,0,-4962,16086,2618,3484,8383,6,1595,-6199,-3067,4082,-7214,12028,335,3659,3658,20791,-7357,120440,0,0,558,85042,79172,-88,5958,2789,0,2789,7,9401,22643,5311,49503,123989
2001:Q4,837262,308718,184573,35947,2123,178189,33485,93654,573,896901,396769,300437,74138,113396,12160,-59638,72579,239,-8102,20803,-49619,106503,2673,-158795,11586,127,21901,2977,114,-1867,32639,5833,7761,15120,98,3827,-966,1302,1705,-3973,-11345,303,-3932,244,-17413,-11196,170381,0,0,0,94717,56889,-183,38011,30425,0,30425,626,3459,41154,70422,3762,162557
2002:Q1,802468,263069,185698,34038,1892,188865,32585,95175,1146,906726,400670,308747,75512,111153,10644,-104259,73142,-218,-6383,-24516,-43065,97029,2761,-142855,-25255,-484,-42621,7593,27,-4366,20488,3459,4602,10227,27,2173,-3452,-1578,3622,-5496,-2884,427,-1202,888,5844,-5514,117600,0,0,234,74828,53506,-449,21771,-14051,0,-14051,-68,8366,48291,18549,-24954,117901
2002:Q2,822486,257627,187495,41583,1992,200644,31658,100135,1352,932435,416462,315092,78999,111926,9956,-109949,73724,9,-7695,-28539,-5437,111328,2808,-119573,35121,1798,32560,-3615,24,-4488,20268,3412,4539,10155,26,2136,722,-1923,305,2340,8626,344,2441,-859,-11861,-10838,154694,0,0,150,68521,18025,447,50049,11534,0,11534,1000,9043,64446,-23103,28771,148344
2002:Q3,799780,257036,192680,42703,2017,177149,30962,94607,2627,916410,403389,316077,73068,113543,10333,-116630,74343,-266,-7947,-34074,97739,121672,2700,-26633,57462,1356,23756,9392,-2,-5167,16377,2659,3538,8561,4,1615,2658,-2771,4053,1376,11451,338,3290,-2374,1656,-5269,84095,0,0,604,108107,84503,395,23209,15885,0,15885,-29,7239,-47711,-131813,52207,78840
2002:Q4,832312,274446,194158,38503,2163,188594,30064,101937,2447,952898,425299,321015,80520,115601,10463,-120587,74952,-2852,-2808,-39975,-163628,113647,2654,-279929,15497,706,-24174,12459,93,-2999,31172,5494,7309,14720,81,3568,9679,1230,41,8408,-7285,282,-2572,1643,2110,-5617,295426,0,0,0,133885,84890,105,48890,27932,0,27932,670,4127,128812,123653,-1106,278823
