1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q2,4113046,15551,144172,70925,21192,1800,87450,12555,45692,5292,23911,0,117459,57874,59585,41723,294621,719576,159,11261,979042,1608115,141803,41156,0,1425156,8589249,5014239,1242767,128659,115278,998830,1336469,604890,438658,292922,101537,593497,37130,1702839,29268,99269,1574302,3575010,3136251,438759,646972,1802833,35.88640005008858,45.44780821808935
1990:Q3,4153258,14509,138790,72369,24301,2792,77320,12016,36616,2886,25802,0,117528,57453,60075,46304,253215,730834,157,9296,1012945,1652898,145553,44928,0,1462418,8306159,5194374,1252441,131811,115026,1005604,1346388,596324,453159,296905,102448,616321,40934,1835842,30642,187151,1618049,3111785,2654774,457011,592592,1838549,32.23149735170357,45.45486915872418
1990:Q4,4084541,14717,159167,74564,26329,2137,79441,13836,37649,3285,24671,0,123893,56752,67141,37491,274682,620444,158,9723,967178,1694617,149305,40042,0,1505270,8617833,5221715,1254454,116852,115153,1022449,1359440,598122,463042,298276,104730,626310,38302,1838479,32331,174505,1631643,3396118,2956992,439126,640760,1842628,34.77424690467461,45.0674699740585
1991:Q1,4116635,15349,126388,77964,30192,1324,76700,13845,34502,2873,25480,0,117349,58163,59186,41684,313678,627532,156,11775,950905,1725639,151970,47415,0,1526254,9036431,5188644,1276700,119851,114860,1041989,1330702,585511,440808,304384,99439,587704,34609,1859490,35015,117842,1706633,3847787,3397923,449864,653370,1768482,36.94523847997909,43.95828530466467
1991:Q2,4146877,12599,133193,81294,30081,1430,81002,15866,34726,4955,25455,0,117062,59677,57385,36958,311831,639468,161,12357,980610,1708831,151737,51942,0,1505151,9019314,5218632,1300855,119437,115537,1065881,1309833,569526,434803,305503,105700,600650,27402,1874192,38479,129970,1705743,3800682,3355984,444698,663787,1751819,37.891308815135325,43.04484909567853
1991:Q3,4205067,13578,145376,84043,31041,1635,96531,14318,42221,3350,36642,0,118397,61154,57243,35902,327479,649858,166,13606,995877,1691578,151344,47653,0,1492581,9239863,5256814,1308215,107016,115277,1085922,1280716,557083,425172,298462,101449,616179,31379,1918876,41713,107362,1769801,3983049,3538025,445024,713289,1736829,41.06847289178756,42.074140082000454
1991:Q4,4258756,16435,164495,77581,32331,1620,108051,14695,43426,5112,44818,0,125559,62571,62988,35554,353898,707348,175,14828,961380,1659501,151517,55764,0,1452221,9765830,5234966,1313573,98477,113984,1101112,1242872,546966,405643,290263,98120,649415,28892,1902094,44403,85104,1772587,4530864,4000417,530447,769239,1729393,44.48028279494889,41.11514344817848
1992:Q1,4376434,14978,154598,74167,37900,3211,97079,13853,42011,7872,33322,21,118789,62757,56032,41861,334622,715287,171,16197,977573,1790001,154157,55820,0,1580024,9968001,5510087,1345889,110434,114334,1121121,1232427,541871,405603,284953,96259,627620,34543,2173349,46813,131380,1995156,4457914,3914314,543600,732752,1720071,42.60010857782257,41.03095453366895
1992:Q2,4383082,14987,153585,73250,40597,3872,120387,14122,57611,7727,40878,49,120157,63284,56873,42279,330317,726010,162,17119,1019494,1720866,158073,46620,0,1516173,9945804,5520983,1366738,111996,115097,1139645,1214014,530641,403709,279664,98492,646811,31419,2163509,49189,134202,1980118,4424821,3876608,548213,754114,1724577,43.72748530656043,40.5442490673872
1992:Q3,4393977,15639,151780,74612,44253,3194,115587,14757,52292,8462,39984,92,121215,63372,57843,41093,329952,736376,170,18891,1031412,1709803,162119,48485,0,1499199,10073469,5550960,1379380,108216,116104,1155060,1198019,522740,404866,270413,97055,655379,35418,2185709,51659,146233,1987817,4522509,3973482,549027,753908,1726619,43.663842044070094,40.18864581989526
1992:Q4,4343132,15791,158671,75991,47346,5057,132173,17044,60589,8585,45813,142,129577,63836,65741,42164,335563,661560,172,21148,988942,1728977,165196,49834,0,1513947,10484446,5555794,1394296,107106,118285,1168905,1180053,517439,411957,250657,100117,682817,35344,2163167,54321,122871,1985975,4928652,4369261,559391,791740,1754663,45.122051427664964,40.2626924281932
1993:Q1,4431725,13489,152194,82120,47510,3905,118615,15860,42943,15167,44494,151,125173,61822,63351,34864,359409,675320,176,23483,1025995,1769472,167383,39089,0,1563000,10677542,5617184,1460069,113900,119327,1226842,1158934,511445,405744,241745,103766,666438,41686,2186291,56975,84635,2044681,5060358,4493617,566741,800725,1739213,46.03950277992234,39.369528509467514
1993:Q2,4512541,13667,158090,85412,45896,3071,124767,18076,47830,11620,47081,160,124374,59821,64553,41650,370027,683125,181,25215,1057388,1779678,168884,47630,0,1563164,10767312,5684960,1517140,124025,120705,1272410,1143392,511136,398592,233664,109112,668865,38333,2208118,59829,96156,2052133,5082352,4515232,567120,826145,1740951,47.45366042997677,38.855129278345444
1993:Q3,4587591,15278,154034,81130,44699,1963,143305,16698,53078,17224,56150,155,124449,57841,66608,39106,388666,700580,184,27899,1082549,1783749,170263,47244,0,1566242,10927300,5720945,1562042,123232,122697,1316113,1126564,504252,390574,231738,113751,678048,41382,2199158,62933,82355,2053870,5206355,4646190,560165,856974,1737489,49.32256473967033,37.86566857311936
1993:Q4,4833933,14502,178018,91982,44812,2506,142181,19411,48839,19059,54708,164,133060,55831,77229,49516,406967,841182,188,29776,1035046,1864197,172076,44616,0,1647505,11222702,5786041,1593863,117829,124864,1351170,1128234,509967,384664,233603,118993,719258,40725,2184968,66636,70922,2047410,5436661,4865339,571322,910744,1772443,51.38353203676777,37.1941271616813
1994:Q1,4862600,15730,175081,87310,47195,2579,148719,16511,57537,22414,52060,197,129120,57415,71705,62335,381249,856702,191,29526,1064540,1862323,173475,36996,0,1651852,11122979,5876746,1643978,129885,126947,1387146,1156913,517285,409189,230439,118179,701141,45468,2211067,69970,118264,2022833,5246233,4658750,587483,887389,1802968,49.2182308866893,37.71510328894446
1994:Q2,4922614,16080,175125,90287,47676,2514,146132,17880,53152,24901,49969,230,132123,58867,73256,62901,372317,871711,195,29114,1111514,1864925,174906,33674,0,1656345,11091988,5929121,1673960,135680,129467,1408813,1174281,528488,411567,234226,118848,728065,41256,2192711,73062,109857,2009792,5162867,4573094,589773,879245,1845056,47.65410655785314,37.768401852379455
1994:Q3,4979259,12638,177254,90528,49330,2696,143811,17818,60794,14900,50035,264,134907,60166,74741,65033,379788,887811,202,30922,1125020,1879319,176338,30800,0,1672181,11365647,5924004,1691955,138683,130445,1422827,1190882,540578,412262,238042,121185,742957,42676,2134349,75948,60705,1997696,5441643,4833579,608064,886967,1877156,47.25056336290183,37.86282177560144
1994:Q4,5106797,15664,185515,96369,52209,2178,146524,18826,50820,19875,56706,297,147702,61081,86621,52768,369073,918843,199,31061,1106979,1981713,177973,28935,0,1774805,11430776,5995833,1711446,139238,131689,1440519,1218687,559786,422135,236767,114500,796530,40315,2114355,78325,37631,1998399,5434943,4831577,603366,898593,1958004,45.89332516689149,38.2630623406861
1995:Q1,5162926,13850,163852,82205,57503,3707,128196,18211,41270,21042,47372,301,141113,61366,79747,53837,401714,937499,198,34725,1131862,2012665,181602,28789,0,1802274,11844854,6019227,1734179,149799,131748,1452632,1267356,589647,438718,238991,111778,786451,49454,2070009,79682,-6900,1997227,5825627,5203193,622434,885752,2014069,43.97823812589151,39.25205002699292
1995:Q2,5283880,14454,159423,91827,64388,9019,153320,17386,47962,24306,63360,306,142276,61771,80505,54493,436328,951649,199,38408,1156199,2011897,185187,33224,0,1793486,12326212,6057489,1773316,162887,132761,1477668,1296470,609977,445825,240668,113813,799388,40898,2033604,81041,-53242,2005805,6268723,5633101,635622,967167,2058975,46.97322346539261,39.699484695950424
1995:Q3,5412575,15856,165359,93237,69660,3771,123030,18004,43647,20783,40286,310,140363,62083,78280,55553,467322,971797,200,42323,1205810,2058294,184349,34500,0,1839445,12843439,6127481,1784090,163268,133510,1487312,1306643,620021,445181,241441,115195,832922,42359,2046272,82398,-84240,2048114,6715958,6064628,651330,980558,2103752,46.60997123672866,39.74689674650742
1995:Q4,5727228,17403,188079,99688,76969,2440,137852,20142,57098,23421,36787,404,147235,62174,85061,51139,491714,1148264,206,45668,1184941,2135630,186470,29125,0,1920035,13513193,6252420,1797593,157351,134758,1505484,1343829,636165,467293,240371,113366,877498,40309,2079825,83757,-94243,2090311,7260773,6449974,810799,1059813,2178616,48.6461545952708,40.13498498100313
1996:Q1,5861558,20387,158999,95849,84858,2428,124159,17436,57356,20853,28016,498,137542,60864,76678,49386,521977,1174629,206,50177,1222302,2218659,187576,32225,0,1998858,13906134,6350802,1837097,174174,134937,1527986,1352927,634193,474101,244633,120966,863816,49331,2126665,85114,-108812,2150363,7555332,6728661,826671,1058834,2195615,48.22493807765558,40.20245242226134
1996:Q2,5982344,19844,164724,103832,84764,4322,138943,20928,63106,22880,31437,592,131713,59696,72017,49650,549214,1188650,210,54306,1269179,2222993,188180,30753,0,2004060,14307247,6423120,1873228,181726,137110,1554392,1376514,643412,482210,250892,124082,889439,45602,2114255,86471,-122940,2150724,7884127,7035650,848477,1119949,2242389,49.94445830747685,40.22928746068524
1996:Q3,6093476,20922,177224,112984,88884,4674,135843,23488,52144,25926,33603,682,127089,58569,68520,53351,569961,1206024,212,57743,1295612,2242953,190281,33373,0,2019298,14466975,6508237,1880751,172999,137084,1570668,1400680,660819,488555,251306,124923,876673,49068,2176142,87829,-129576,2217889,7958738,7100424,858314,1168235,2248114,51.96510263116833,40.29867839567867
1996:Q4,6361738,28208,189301,129670,94627,3904,138732,31534,47095,28480,31017,606,135609,57864,77745,59367,621908,1348740,153,62566,1273063,2275890,189302,29808,0,2056779,14959611,6570927,1889281,156405,137851,1595025,1413320,669521,484638,259162,125607,927011,49872,2165836,89185,-160068,2236719,8388684,7403482,985202,1268916,2287446,55.47304212196805,39.682761018985865
1997:Q1,6427353,28968,191362,132912,103040,3732,131445,26721,54405,19272,30361,686,134511,64554,69957,60380,655484,1376025,154,62961,1311149,2235230,190296,20425,0,2024509,15122282,6680714,1931085,168747,138652,1623686,1443277,689072,490933,263272,135119,905003,62141,2204089,91610,-127008,2239487,8441568,7436807,1004761,1309904,2315896,56.561434099139596,39.97057948976053
1997:Q2,6529374,33462,184566,146321,104608,3249,114841,25733,40178,11823,36262,845,139461,71488,67973,61398,789496,1397400,162,69664,1365473,2119273,190882,13041,0,1915350,16207838,6617702,1979805,179286,139800,1660719,1469281,704488,491727,273066,141475,917933,57173,2052035,93059,-242401,2201377,9590136,8572225,1017911,1446207,2350607,61.52483441675126,39.88015956887382
1997:Q3,6664582,33251,188636,141792,112057,4004,107805,28351,36848,8394,33371,841,146985,78328,68657,61780,869725,1418159,169,74632,1388629,2116958,193115,24866,0,1898977,16958781,6657775,2034658,176649,141682,1716327,1499607,712474,500125,287009,141919,938196,64368,1979027,94508,-300985,2185504,10301006,9280705,1020301,1531902,2391811,64.0477802309768,39.307955149114285
1997:Q4,6880767,23139,178778,164374,118834,4562,99247,36145,26846,7971,27380,905,169999,85590,84409,64484,916390,1577539,161,74492,1361106,2127662,191399,15696,0,1920568,17449709,6758602,2046083,168598,142002,1735483,1569382,733262,534908,301213,147048,992089,59214,1944786,97572,-274569,2121783,10691107,9414870,1276237,1579816,2488071,63.49562689184648,39.73949057779786
1998:Q1,7084260,27115,191770,205028,130272,3717,91667,32204,21850,7283,29203,1127,161451,83154,78297,70432,1072297,1618771,174,84641,1395370,2031555,193133,8005,0,1830417,18904904,6856025,2151561,193105,143842,1814614,1593061,746950,550237,295874,151037,1003982,69045,1887339,101929,-358076,2143486,12048879,10751977,1296902,1806507,2563319,70.47530708527934,39.79819689443928
1998:Q2,7254508,20577,192645,202999,135402,2491,82588,28870,19024,7036,26479,1179,157381,80331,77050,83423,1136358,1644628,191,88194,1432830,2074801,193737,1586,0,1879477,19342458,7095428,2252070,202491,145492,1904087,1627755,777822,553909,296023,156045,1000609,59915,1999034,106429,-294536,2187141,12247030,10940801,1306229,1861254,2594747,71.73162542213227,39.543610035953996
1998:Q3,7305672,18385,189102,201597,149180,3252,86759,31301,20292,8288,25803,1075,153309,77618,75691,80990,1048714,1668148,203,83020,1480470,2142543,195209,10621,0,1936713,18585689,7398322,2295087,216872,147009,1931206,1669506,807680,558909,302916,161395,1022821,68559,2180954,110976,-123471,2193449,11187367,9878045,1309322,1780009,2674841,66.5463357745267,39.94008081419327
1998:Q4,8102980,30518,163220,192588,161719,4208,100255,39433,23615,10609,25748,850,153578,74229,79349,86871,1303141,1897535,186,97645,1448432,2463084,193658,14756,0,2254669,21129396,7623422,2309478,192958,147763,1968757,1752049,828739,595095,328214,171885,1049696,64058,2276256,110453,-297769,2463572,13505974,11821994,1683980,2053294,2730547,75.19717119822502,39.80750968433719
1999:Q1,8382781,36235,154251,195635,172938,4775,100327,40493,22992,11324,24734,784,143438,68168,75270,111859,1476972,1935650,184,102125,1501928,2446464,193977,13368,0,2239120,21638084,7885000,2395716,223886,149143,2022687,1803974,834563,628245,341166,187480,1052365,69320,2376145,107339,-283671,2552477,13753084,12072707,1680377,2243258,2808380,79.8773021666549,40.1623607729794
1999:Q2,8724499,32343,173087,210997,171667,3434,101694,47355,21103,11363,21096,777,136467,61601,74866,125774,1696963,1966938,195,110629,1582779,2411532,195212,13155,0,2203165,22935835,8055147,2466609,232365,150297,2083947,1806802,838442,616010,352350,196211,1094026,70936,2420563,103373,-325880,2643070,14880688,13123457,1757231,2500814,2851780,87.69310375186778,39.472391428812074
1999:Q3,8930439,33490,178700,214705,179286,6089,111411,47618,21191,12445,29423,734,128792,54927,73865,137487,1698637,2014431,200,109252,1659489,2458470,196864,17793,0,2243813,22860282,8423201,2542876,239280,151977,2151619,1868596,854571,615908,398117,210486,1163247,73587,2564409,98336,-211753,2677826,14437081,12668927,1768154,2531570,2946593,85.91515326875727,38.75711191090812
1999:Q4,9688547,31460,192794,236877,196783,5793,105469,47604,19420,12416,25002,1027,124706,48586,76120,142387,2075021,2371426,192,127331,1657593,2420715,195025,28553,0,2197137,25937693,8494126,2559067,230326,152826,2175915,1907721,867951,623177,416594,224574,1228170,71032,2503562,92083,-376726,2788205,17443567,15354322,2089245,2971528,3020656,98.37361076932795,38.53895654504036
2000:Q1,9974236,35750,180475,234409,204332,7995,112516,46046,21881,15205,28229,1155,120931,49102,71829,133741,2074707,2411788,184,132886,1740248,2584274,195467,28141,0,2360666,27073204,8695057,2634270,260797,153262,2220211,1966397,883458,659166,423773,230796,1276515,82756,2504323,90069,-454190,2868444,18378147,16259507,2118640,2983070,3162692,94.32059659915936,39.19911730390961
2000:Q2,10296761,29742,196362,249797,197260,5943,124591,49284,23978,18089,32062,1178,123662,49369,74293,132903,1973307,2461166,195,128352,1851019,2822462,196955,26302,0,2599205,26924028,9119033,2703105,296844,153380,2252881,2018334,903938,680060,434336,240679,1359541,80244,2717130,83290,-373002,3006842,17804995,15608459,2196536,2905354,3320627,87.49413274172979,39.83620628436544
2000:Q3,10637683,13998,220774,265311,202859,5763,128395,58245,23141,18933,26918,1158,124365,49061,75304,139202,1908758,2488038,205,128479,1932418,3079118,197784,28243,0,2853091,26977787,9474472,2754174,307039,153937,2293198,2014537,909341,666715,438481,276953,1447654,80356,2900798,77999,-347068,3169867,17503315,15276548,2226767,2874337,3411105,84.26410484720313,39.48855424467157
2000:Q4,11095882,24029,227700,272343,213914,4204,124661,57765,18105,15423,31938,1430,130954,49464,81490,131195,1717546,2250325,210,118041,1939233,3941527,195059,29421,0,3717048,25294516,9887587,2751414,278402,154187,2318825,2065067,918905,700932,445230,280845,1541422,77992,3170847,72991,-193582,3291438,15406929,13357952,2048977,2702438,3517653,76.82502908835971,39.41132307671133
2001:Q1,11078200,16928,164208,254457,246450,3349,113209,54671,16108,14284,26641,1505,125408,49979,75429,135394,1457214,2283166,208,106246,1947028,4224935,195984,10230,0,4018720,24075367,10195118,2811293,235619,154669,2421005,2026186,904932,705194,416060,305180,1506208,82860,3463391,70761,2716,3389914,13880249,11810852,2069397,2362061,3434813,68.76825386012946,38.15510044987836
2001:Q2,11187982,17093,169914,250584,259403,3196,111844,56427,16063,14828,23426,1100,123428,50216,73212,132651,1482561,2315551,258,112361,1951662,4257476,198713,10436,0,4048326,25043123,10252521,2902655,206256,155816,2540583,2025778,869496,727112,429169,314628,1479788,77568,3452104,64343,-16822,3404583,14790602,12676646,2113956,2406956,3360220,71.63089872674512,36.580885907264246
2001:Q3,11135011,14369,168264,251814,285024,3496,117077,56538,16864,16203,26337,1135,120659,50835,69824,137425,1213521,2344200,270,99260,1909069,4470563,205465,10608,0,4254489,23252951,10474971,2922508,189571,156406,2576531,2024692,843261,729225,452206,323789,1451015,103125,3649842,57207,193667,3398968,12777980,10653423,2124557,2152825,3316197,64.9184913050146,35.61725584872916
2001:Q4,10764557,15517,174562,281120,314064,3980,124868,60169,16852,17539,29331,977,125048,51995,73053,137668,1286722,1904942,282,108960,1817916,4468908,205886,11614,0,4251408,24221203,10394436,2955471,177726,157687,2620058,2000710,811191,703037,486482,333019,1437691,81045,3586500,48408,111656,3426436,13826767,12005252,1821515,2309793,3210690,71.94069328535178,34.13827146671188
2002:Q1,10798813,16672,180548,276810,310972,2673,124424,54667,20664,18325,29835,933,120599,52296,68303,144935,1285382,1938488,284,109114,1855375,4432537,209029,14693,0,4208816,24380265,10482854,2982797,162983,157500,2662314,1981173,796870,698317,485986,338358,1440835,85067,3654625,53365,131644,3469616,13897411,12057605,1839806,2306595,3184072,72.44167703305108,33.404110185032934
2002:Q2,10787597,18500,180239,279564,305105,5667,127959,55218,25139,18964,27818,820,121853,52986,68867,153196,1108373,1963358,302,99863,1875524,4548094,214551,15568,0,4317975,22960786,10625701,2995238,141454,158317,2695467,1968970,750064,716089,502817,318183,1441265,88580,3813466,50993,249617,3512856,12335085,10468854,1866231,2125270,3137452,67.73872954383067,32.38395697816935
2002:Q3,10714654,20000,174787,263917,302591,5282,140785,60256,28351,18126,33223,829,123389,53829,69560,153130,912525,1996396,312,87756,1832497,4701287,220785,16733,0,4463769,21345992,10749051,2979760,136423,159165,2684172,1976004,730144,726205,519655,305659,1441937,101055,3944636,55347,390092,3499197,10596941,8704958,1891983,1907643,3135764,60.83502280438421,32.13979615406839
2002:Q4,10405800,20587,161595,291301,319714,6171,145920,64789,31354,16883,32131,763,128994,54196,74798,158343,984329,1596736,323,90918,1719534,4781335,223980,18514,0,4538841,21455937,10750388,2974326,119813,160622,2693891,1997530,708528,734905,554097,308096,1457412,92954,3920070,49933,339673,3530464,10705549,9306500,1399049,2020535,3113612,64.89360693996571,31.44189884414462
2003:Q1,10416127,21933,172507,303994,311854,5717,147400,61894,34525,17944,32334,703,126924,54481,72443,149567,922711,1627325,323,89812,1799889,4736171,230183,18517,0,4487471,21250525,10780684,2983466,119825,160774,2702867,1981829,684398,733774,563656,297488,1417649,97214,4003038,53470,359412,3590156,10469841,9041830,1428011,1975928,3052861,64.72381447778882,30.974955231778473
2003:Q2,10472842,30297,190869,325301,307481,6221,150337,70005,36575,12192,30865,700,127428,55021,72407,158464,1030006,1660922,350,100865,1797930,4586371,234740,20767,0,4330864,22398424,10576611,3011544,100995,161893,2748656,1966937,652300,737110,577527,293618,1395469,96413,3812630,49917,185466,3577247,11821813,10391734,1430079,2141377,2982287,71.80317322966555,29.936952078488666
2003:Q3,10490854,34513,211277,337052,299347,7241,163107,80487,35355,11785,34611,869,128911,55855,73056,161730,1021911,1694528,373,105180,1783467,4542217,242099,20537,0,4279581,22763977,10529845,3045379,103978,162518,2778883,1956542,636610,723124,596808,278477,1391531,98972,3758945,48597,153647,3556701,12234132,10787342,1446790,2179628,2954215,73.78027787525724,29.26299968073772
2003:Q4,11047048,38145,204455,362778,293559,5986,157048,75679,33690,11230,35404,1045,115962,56897,59065,154364,1106509,2177117,416,114880,1701793,4614036,243024,20993,0,4350018,24131884,10397164,3032939,82481,163914,2786544,1973607,628789,737795,607023,266249,1402680,81222,3640467,49764,28157,3562546,13734720,11955105,1779615,2283360,2932968,77.85152731969349,28.943416998341064
2004:Q1,11237379,41699,222037,369694,295004,5183,160190,78983,34925,11642,33487,1153,116464,60461,56003,159798,1122544,2232998,408,117914,1805212,4588234,247427,19379,0,4321427,24667402,10529318,3085419,91623,196556,2797240,1988586,594848,745825,647913,273548,1436135,90747,3654883,47487,18130,3589266,14138084,12343810,1794274,2334265,2959178,78.88220913981208,28.228116740293775
2004:Q2,11432758,47625,245120,360406,295646,4829,158009,78886,34008,11336,32561,1218,120375,64275,56100,166055,1138964,2290847,447,118146,1860975,4625314,252720,21470,0,4351124,25119108,10657252,3080640,98673,202672,2779295,2021483,598516,756167,666800,265254,1443397,92174,3754304,50887,44832,3658585,14461856,12641166,1820690,2368745,2988927,79.25067829582783,28.485322621890063
2004:Q3,11592247,44697,261585,384213,296208,5719,161033,85624,31880,10627,31750,1152,122240,68136,54104,168939,1114543,2338421,482,116560,1883098,4694509,262686,22332,0,4409491,25030651,10827466,3087679,105121,204012,2778546,2065702,610150,759268,696285,263561,1471093,100406,3839025,47904,108207,3682914,14203185,12361191,1841994,2384558,3046037,78.28394020896367,28.61302729987344
2004:Q4,12126800,53705,235523,370456,305966,6422,173582,95023,34014,11338,31813,1394,131518,72307,59211,162684,1213832,2682900,487,125553,1830643,4833529,262692,23579,0,4547259,26430061,10930831,3085125,97782,205525,2781818,2147660,634957,793245,719459,262887,1499936,87996,3847227,46648,34223,3766356,15499230,13534810,1964420,2485039,3113916,79.80431259441333,29.161978133607256
2005:Q1,12309213,61301,234769,362506,307646,6190,190736,90942,49230,16410,32636,1518,127807,72457,55350,163942,1137185,2736282,475,124068,1944055,4912251,265682,99348,0,4547221,26665998,11191225,3097305,112001,208480,2776824,2187864,631156,819713,736995,264266,1536003,99689,4006098,45497,68097,3892504,15474773,13484129,1990644,2424401,3198562,75.79659098983878,29.570859934308857
2005:Q2,12572569,57496,278710,343199,313360,8459,192879,90215,52929,17643,30113,1979,129676,73660,56016,160764,1101851,2770784,481,125722,2031068,5058120,269582,97446,0,4691092,27165990,11399267,3095249,110679,222473,2762097,2284081,637640,849659,796783,241978,1589494,98061,4090404,43906,47210,3999288,15766723,13759903,2006820,2421676,3285533,73.70725717145024,29.70588524195847
2005:Q3,12841679,51419,315583,351596,329218,11692,198471,99352,48484,16161,32331,2143,131805,74008,57797,168904,1089399,2750257,521,131207,2108390,5203217,280374,105574,0,4817269,27819721,11532703,3109291,116493,234107,2758691,2317325,610741,859401,847184,258843,1655679,96934,4094631,46226,-2809,4051214,16287018,14256787,2030231,2478585,3339248,74.2258489754353,29.23801211222033
2005:Q4,13304934,63571,336173,380360,359020,14560,215089,110974,52117,17372,32113,2513,134342,74759,59583,158934,1058806,2905296,529,134404,2108248,5435602,283910,117028,0,5034664,27993467,11703371,3092412,90071,250091,2752250,2435089,613221,903561,918307,276048,1699382,86222,4114218,44763,-30193,4099648,16290096,14245010,2045086,2561983,3392457,75.51998196262963,29.070153818927924
2006:Q1,13661866,41996,315537,375331,363225,10103,208952,105397,50010,16670,34480,2395,125610,72490,53120,160028,1043745,3144016,538,146510,2167880,5558395,285340,132005,0,5141049,29263904,11888077,3118424,96494,257498,2764432,2491205,624188,922012,945005,282956,1708719,98139,4188634,63258,5852,4119524,17375827,15248147,2127680,2505399,3449552,72.62969745671256,29.283466735350487
2006:Q2,13859659,53045,278925,355438,377091,12154,211831,118946,44880,14960,30718,2327,120613,70555,50058,152763,970391,3155716,548,149921,2235216,5786007,288595,135497,0,5361916,29026549,12169564,3178279,111671,274049,2792559,2560806,621143,974198,965465,297905,1760837,95147,4276590,63754,71195,4141641,16856985,14756270,2100715,2408796,3562996,67.60591389030964,29.743625082206922
2006:Q3,14128841,43697,276087,356342,398615,12668,208094,118689,44794,14931,27313,2367,116998,68674,48324,153617,964281,3314585,566,159532,2217738,5906021,291655,139323,0,5475044,29643748,12268834,3200375,110579,281839,2807957,2590808,630038,967008,993762,310960,1777183,94466,4295042,64249,35061,4195732,17374914,15158540,2216374,2419316,3579273,67.59237608590544,29.48662736043806
2006:Q4,14572820,49336,262603,386992,428003,15533,213883,122669,45463,15154,28131,2466,115170,66877,48293,147594,964060,3600319,580,173221,2099243,6116283,291492,140086,0,5684706,30714516,12365797,3246725,112517,304090,2830118,2691227,631317,1028421,1031488,322943,1812989,85421,4206492,64745,-16275,4158022,18348719,16004112,2344607,2493631,3670666,67.93402426463783,29.846248779123812
2007:Q1,14898218,45306,252160,360421,442716,13914,192555,109057,39167,13056,28420,2855,111577,63762,47815,143216,974300,3769925,624,174805,2180375,6236324,294515,82932,0,5858876,31732731,12629535,3308892,126169,318629,2864094,2743858,630617,1082131,1031110,320571,1825123,73230,4357861,65879,-19253,4311235,19103196,16676587,2426609,2456177,3737270,65.7211541545655,30.38151360582337
2007:Q2,15431883,55824,289820,331493,460558,8695,190807,114501,33119,11040,29455,2692,107478,58394,49084,130747,1039857,4032196,675,181888,2265597,6336248,297584,87353,0,5951311,32912884,12884161,3415987,154347,346672,2914968,2847356,634189,1160439,1052727,332060,1859504,63114,4366140,67015,-78058,4377183,20028723,17410539,2618184,2558942,3871594,66.09531276347435,31.117181579786806
2007:Q3,15784401,56965,318238,289046,518735,7643,164918,79935,38968,12989,30464,2562,104258,54113,50145,128428,1065175,4193250,694,183739,2302048,6451264,300713,83132,0,6067419,33466185,13157437,3427761,131416,358892,2937453,3034609,691947,1250536,1092126,348388,1864257,51882,4430540,68150,-92943,4455333,20308748,17597115,2711633,2604459,3990038,65.27403919565512,32.091927024450406
2007:Q4,15977720,50250,311604,261335,565641,8050,152455,69462,38319,12773,29188,2713,100055,50631,49424,151391,1033221,4188219,712,178028,2262207,6714552,299812,81515,0,6333225,33024322,13493877,3465245,123814,375356,2966075,3166757,739935,1315943,1110878,384157,1898892,35828,4542998,69286,-28350,4502062,19530445,16902934,2627511,2560584,4114412,62.234499961304365,32.866282730087015
2008:Q1,15338588,55037,293526,198425,652124,7100,112416,52866,27239,9080,20814,2417,95545,49442,46103,157766,987843,3827562,435,161150,2295248,6494411,303140,84467,0,6106804,31815400,13763493,3510852,139956,385407,2985489,3235213,779258,1332350,1123605,407313,1856758,55007,4698350,72970,144142,4481238,18051907,15623377,2428530,2467621,4163329,59.27038392412921,33.37595816607895
2008:Q2,15070215,36837,281624,227939,660757,8056,119669,58271,28797,9599,20463,2539,95140,48443,46697,167109,1011226,3734602,417,155506,2313176,6258157,307786,82218,0,5868153,31809839,13952584,3613980,139827,412707,3061446,3263273,782296,1362497,1118480,441073,1817609,37941,4778708,76654,213194,4488860,17857255,15450959,2406296,2501614,4140170,60.42298031755059,33.21994777181147
2008:Q3,14116793,31580,264834,195910,690980,5300,118037,56981,25505,8502,24071,2978,93359,47023,46336,150371,971814,3067072,385,135848,2245395,6145908,314025,83481,0,5748402,30202036,14128145,3647049,146538,427156,3073355,3285175,808580,1393785,1082811,433640,1745659,54068,4962554,80338,391616,4490600,16073891,13834196,2239695,2414303,4148629,58.19519480218711,33.88382005275524
